node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.035618,-92.508109,north_america,America/Chicago
1,Baltimore,USA,39.253263,-76.584766,europe,America/New_York
2,Palo Alto,USA,37.462767,-122.112923,asia_pacific,America/Los_Angeles
3,Boston,USA,42.332463,-71.095504,south_america,America/New_York
4,Los Angeles,USA,34.075055,-118.243304,africa,America/Los_Angeles
5,London,UK,51.487749,-0.159573,north_america,Europe/London
6,Paris,France,48.876288,2.378958,europe,Europe/Paris
7,Tokyo,Japan,35.639432,139.697808,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.392305,103.808235,south_america,Asia/Singapore
9,Sydney,Australia,-33.85576,151.23091,africa,Australia/Sydney
