node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,128,GDPR,16,256,tier1_hospital,0.968,critical,50000
1,clinic_001,5000,tier_2,16,local,8,64,tier2_hospital,0.967,critical,20000
2,research_center_002,10000,tier_3,256,PIPEDA,8,1024,research_center,0.994,critical,20000
3,mobile_unit_003,100,tier_1,16,PIPEDA,1,32,mobile_unit,0.872,standard,2000
4,edge_device_004,100,tier_2,4,HIPAA,1,32,edge_device,0.825,high,1000
5,hospital_005,2000,tier_1,64,GDPR,16,256,tier1_hospital,0.959,high,20000
6,clinic_006,2000,tier_2,64,local,8,256,tier2_hospital,0.954,critical,10000
7,research_center_007,10000,tier_3,256,GDPR,32,512,research_center,0.995,standard,20000
8,mobile_unit_008,100,tier_1,4,GDPR,1,16,mobile_unit,0.854,critical,5000
9,edge_device_009,500,tier_2,2,PIPEDA,0,32,edge_device,0.785,critical,2000
