param_summary,round_num,source_node,target_node,timestamp,transfer_type
"{'norm': 3.3134374618530273, 'mean': 0.0008064750581979752, 'std': 0.19524450600147247}",1,0,1,1749355148.596482,parameter_transfer
"{'norm': 3.3134374618530273, 'mean': 0.0008064750581979752, 'std': 0.19524450600147247}",1,0,2,1749355148.596482,parameter_transfer
"{'norm': 3.3134374618530273, 'mean': 0.0008064750581979752, 'std': 0.19524450600147247}",1,0,3,1749355148.596482,parameter_transfer
"{'norm': 3.3134374618530273, 'mean': 0.0008064750581979752, 'std': 0.19524450600147247}",1,0,4,1749355148.596482,parameter_transfer
"{'norm': 3.3112945556640625, 'mean': 0.0012281702365726233, 'std': 0.1951160430908203}",1,1,0,1749355148.5965416,parameter_transfer
"{'norm': 3.3112945556640625, 'mean': 0.0012281702365726233, 'std': 0.1951160430908203}",1,1,2,1749355148.5965416,parameter_transfer
"{'norm': 3.3112945556640625, 'mean': 0.0012281702365726233, 'std': 0.1951160430908203}",1,1,3,1749355148.5965416,parameter_transfer
"{'norm': 3.3112945556640625, 'mean': 0.0012281702365726233, 'std': 0.1951160430908203}",1,1,4,1749355148.5965416,parameter_transfer
"{'norm': 3.3098995685577393, 'mean': 0.0009642702643759549, 'std': 0.19503532350063324}",1,2,0,1749355148.5965865,parameter_transfer
"{'norm': 3.3098995685577393, 'mean': 0.0009642702643759549, 'std': 0.19503532350063324}",1,2,1,1749355148.5965865,parameter_transfer
"{'norm': 3.3098995685577393, 'mean': 0.0009642702643759549, 'std': 0.19503532350063324}",1,2,3,1749355148.5965865,parameter_transfer
"{'norm': 3.3098995685577393, 'mean': 0.0009642702643759549, 'std': 0.19503532350063324}",1,2,4,1749355148.5965865,parameter_transfer
"{'norm': 3.319350481033325, 'mean': 0.0015093708643689752, 'std': 0.19558876752853394}",1,3,0,1749355148.5966215,parameter_transfer
"{'norm': 3.319350481033325, 'mean': 0.0015093708643689752, 'std': 0.19558876752853394}",1,3,1,1749355148.5966215,parameter_transfer
