node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.003878,-92.452753,north_america,America/Chicago
1,Baltimore,USA,39.310525,-76.586731,europe,America/New_York
2,Palo Alto,USA,37.436512,-122.110671,asia_pacific,America/Los_Angeles
3,Boston,USA,42.347606,-71.039927,south_america,America/New_York
4,Los Angeles,USA,34.047859,-118.212229,africa,America/Los_Angeles
5,London,UK,51.545394,-0.125951,north_america,Europe/London
6,Paris,France,48.825335,2.302632,europe,Europe/Paris
7,Tokyo,Japan,35.674119,139.611799,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.309456,103.809108,south_america,Asia/Singapore
9,Sydney,Australia,-33.863057,151.252276,africa,Australia/Sydney
