node_id,latitude,longitude
0,44.026118,-92.487971
1,39.313486,-76.638476
2,37.456955,-122.165096
3,42.314783,-71.073353
4,34.02758,-118.209932
5,51.542645,-0.157264
6,48.888732,2.36199
7,35.694292,139.688333
8,1.399945,103.801624
9,-33.891094,151.177239
10,44.046159,-92.425761
11,39.331761,-76.649741
12,37.428798,-122.190102
13,42.363005,-71.037524
14,34.013336,-118.265351
15,51.553547,-0.093725
16,48.855346,2.35959
17,35.695212,139.673259
18,1.352208,103.816056
19,-33.896351,151.240874
