node_id,latitude,longitude
0,44.029811,-92.486626
1,39.315337,-76.564032
2,37.434599,-122.145993
3,42.364961,-71.107465
4,34.074784,-118.288122
5,51.517318,-0.146216
6,48.810993,2.306983
7,35.69979,139.643494
8,1.370293,103.785701
9,-33.865211,151.167476
10,44.039096,-92.512103
11,39.241327,-76.569083
12,37.42412,-122.183653
13,42.338668,-71.011035
14,34.029405,-118.217234
15,51.477479,-0.103845
16,48.876213,2.34104
17,35.721181,139.606155
18,1.325397,103.821432
19,-33.827361,151.217072
