node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,PIPEDA,4,256,tier1_hospital,0.989,standard,20000
1,clinic_001,5000,tier_2,32,PIPEDA,8,64,tier2_hospital,0.94,high,10000
2,research_center_002,5000,tier_3,128,local,16,512,research_center,0.985,critical,50000
3,mobile_unit_003,100,tier_1,4,local,2,64,mobile_unit,0.767,critical,1000
4,edge_device_004,500,tier_2,8,PIPEDA,0,16,edge_device,0.79,standard,500
5,hospital_005,2000,tier_1,32,PIPEDA,4,512,tier1_hospital,0.992,critical,50000
6,clinic_006,5000,tier_2,64,local,8,64,tier2_hospital,0.904,standard,20000
7,research_center_007,5000,tier_3,128,GDPR,32,256,research_center,0.985,high,100000
8,mobile_unit_008,500,tier_1,4,local,2,32,mobile_unit,0.858,critical,2000
9,edge_device_009,100,tier_2,8,GDPR,0,16,edge_device,0.816,standard,2000
10,hospital_010,2000,tier_1,64,HIPAA,8,256,tier1_hospital,0.992,standard,10000
11,clinic_011,1000,tier_2,64,local,2,256,tier2_hospital,0.949,standard,10000
12,research_center_012,20000,tier_3,128,PIPEDA,32,1024,research_center,0.994,critical,50000
13,mobile_unit_013,500,tier_1,8,GDPR,1,32,mobile_unit,0.834,standard,1000
14,edge_device_014,500,tier_2,2,GDPR,0,32,edge_device,0.85,standard,500
15,hospital_015,10000,tier_1,32,HIPAA,8,256,tier1_hospital,0.991,standard,10000
16,clinic_016,1000,tier_2,32,PIPEDA,2,64,tier2_hospital,0.931,critical,5000
17,research_center_017,20000,tier_3,128,PIPEDA,32,256,research_center,0.988,high,50000
18,mobile_unit_018,500,tier_1,8,HIPAA,1,16,mobile_unit,0.894,standard,1000
19,edge_device_019,100,tier_2,2,GDPR,0,8,edge_device,0.838,critical,500
