node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,PIPEDA,8,256,tier1_hospital,0.994,critical,10000
1,clinic_001,5000,tier_2,64,HIPAA,4,256,tier2_hospital,0.958,critical,20000
2,research_center_002,5000,tier_3,128,local,32,256,research_center,0.983,standard,50000
3,mobile_unit_003,500,tier_1,8,GDPR,1,64,mobile_unit,0.774,critical,1000
4,edge_device_004,50,tier_2,8,PIPEDA,0,8,edge_device,0.892,critical,500
5,hospital_005,2000,tier_1,128,local,4,512,tier1_hospital,0.954,critical,10000
6,clinic_006,2000,tier_2,16,HIPAA,4,64,tier2_hospital,0.914,standard,20000
7,research_center_007,5000,tier_3,256,local,32,512,research_center,0.98,critical,50000
8,mobile_unit_008,1000,tier_1,16,PIPEDA,2,32,mobile_unit,0.851,high,1000
9,edge_device_009,500,tier_2,8,local,0,8,edge_device,0.79,high,2000
