edge,weight
0-1,536.74
0-2,4741.03
0-3,5157.65
0-4,883.81
0-5,5184.9
0-6,85.16
0-7,2049.65
0-8,1191.48
0-9,1001.04
1-2,477.94
1-3,5271.04
1-4,434.47
1-5,1183.93
1-6,103.21
1-7,1191.33
1-8,81.29
1-9,2159.38
2-3,892.2
2-4,2004.15
2-5,1111.3
2-6,1941.06
2-7,1741.52
2-8,101.97
2-9,821.59
3-4,84.04
3-5,83.03
3-6,116.8
3-7,4374.46
3-8,89.82
3-9,1971.54
4-5,2302.74
4-6,4338.49
4-7,402.13
4-8,1175.79
4-9,1984.36
5-6,1063.64
5-7,4561.94
5-8,1814.68
5-9,1142.61
6-7,4174.42
6-8,2283.74
6-9,400.19
7-8,1116.9
7-9,427.7
8-9,4368.7
