timestamp,round_num,total_clients,sampled_clients,num_sampled_clients,client_sampling_rate,actual_client_rate,data_sampling_rates,total_data_points,sampled_data_points,actual_data_rate
1753377738.1087463,1,20,"[19, 1, 3, 18, 8, 6, 11, 16, 15, 12, 14, 13]",12,0.6,0.6,"{19: 1.0, 1: 1.0, 3: 1.0, 18: 1.0, 8: 1.0, 6: 1.0, 11: 1.0, 16: 1.0, 15: 1.0, 12: 1.0, 14: 1.0, 13: 1.0}",,,
1753377767.5677779,2,20,"[16, 0, 13, 17, 5, 6, 4, 15, 2, 7, 9, 19]",12,0.6,0.6,"{16: 1.0, 0: 1.0, 13: 1.0, 17: 1.0, 5: 1.0, 6: 1.0, 4: 1.0, 15: 1.0, 2: 1.0, 7: 1.0, 9: 1.0, 19: 1.0}",,,
1753377794.8205996,3,20,"[3, 13, 7, 1, 10, 2, 18, 12, 4, 9, 6, 11]",12,0.6,0.6,"{3: 1.0, 13: 1.0, 7: 1.0, 1: 1.0, 10: 1.0, 2: 1.0, 18: 1.0, 12: 1.0, 4: 1.0, 9: 1.0, 6: 1.0, 11: 1.0}",,,
1753377817.9473724,4,20,"[9, 12, 4, 6, 10, 8, 11, 19, 18, 3, 1, 16]",12,0.6,0.6,"{9: 1.0, 12: 1.0, 4: 1.0, 6: 1.0, 10: 1.0, 8: 1.0, 11: 1.0, 19: 1.0, 18: 1.0, 3: 1.0, 1: 1.0, 16: 1.0}",,,
1753377823.7836468,5,20,"[8, 15, 9, 7, 0, 11, 1, 10, 12, 4, 19, 6]",12,0.6,0.6,"{8: 1.0, 15: 1.0, 9: 1.0, 7: 1.0, 0: 1.0, 11: 1.0, 1: 1.0, 10: 1.0, 12: 1.0, 4: 1.0, 19: 1.0, 6: 1.0}",,,
1753377829.8691754,6,20,"[5, 9, 18, 13, 0, 4, 7, 1, 8, 17, 6, 14]",12,0.6,0.6,"{5: 1.0, 9: 1.0, 18: 1.0, 13: 1.0, 0: 1.0, 4: 1.0, 7: 1.0, 1: 1.0, 8: 1.0, 17: 1.0, 6: 1.0, 14: 1.0}",,,
1753377837.1084414,7,20,"[19, 12, 9, 13, 5, 1, 14, 3, 15, 2, 7, 16]",12,0.6,0.6,"{19: 1.0, 12: 1.0, 9: 1.0, 13: 1.0, 5: 1.0, 1: 1.0, 14: 1.0, 3: 1.0, 15: 1.0, 2: 1.0, 7: 1.0, 16: 1.0}",,,
1753377843.5665746,8,20,"[3, 17, 12, 18, 0, 11, 5, 1, 13, 16, 9, 6]",12,0.6,0.6,"{3: 1.0, 17: 1.0, 12: 1.0, 18: 1.0, 0: 1.0, 11: 1.0, 5: 1.0, 1: 1.0, 13: 1.0, 16: 1.0, 9: 1.0, 6: 1.0}",,,
1753377849.9262688,9,20,"[19, 13, 16, 2, 17, 10, 14, 0, 5, 18, 9, 15]",12,0.6,0.6,"{19: 1.0, 13: 1.0, 16: 1.0, 2: 1.0, 17: 1.0, 10: 1.0, 14: 1.0, 0: 1.0, 5: 1.0, 18: 1.0, 9: 1.0, 15: 1.0}",,,
1753377855.499212,10,20,"[9, 7, 1, 8, 5, 4, 3, 15, 17, 14, 16, 10]",12,0.6,0.6,"{9: 1.0, 7: 1.0, 1: 1.0, 8: 1.0, 5: 1.0, 4: 1.0, 3: 1.0, 15: 1.0, 17: 1.0, 14: 1.0, 16: 1.0, 10: 1.0}",,,
