node_id,latitude,longitude
0,43.977585,-92.507891
1,39.282789,-76.623715
2,37.428985,-122.114297
3,42.317482,-71.057922
4,34.054748,-118.1999
5,51.5042,-0.150314
6,48.843094,2.330884
7,35.712834,139.689284
8,1.380627,103.855037
9,-33.86695,151.159714
10,43.975609,-92.448035
11,39.301374,-76.652672
12,37.439154,-122.169818
13,42.395304,-71.074686
14,34.101647,-118.272371
15,51.535154,-0.09827
16,48.870329,2.382562
17,35.643189,139.603492
18,1.396424,103.800923
19,-33.841675,151.20899
