node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,local,HIPAA_compliant,radiology,1975,private,mayo_clinic,tier1_hospital,669
1,national,SOC2,oncology,2004,public,johns_hopkins,tier2_hospital,4490
2,regional,HIPAA_compliant,cardiology,2020,research_grant,stanford_med,research_center,843
3,national,ISO27001,neurology,1996,mixed,mass_general,mobile_unit,2493
4,local,FedRAMP,pathology,1984,mixed,ucla_health,edge_device,752
5,national,SOC2,radiology,1971,mixed,mayo_clinic,tier1_hospital,64
6,regional,FedRAMP,oncology,1986,mixed,johns_hopkins,tier2_hospital,2763
7,national,HIPAA_compliant,cardiology,1964,private,stanford_med,research_center,685
8,international,FedRAMP,neurology,1957,private,mass_general,mobile_unit,4873
9,international,ISO27001,pathology,1960,public,ucla_health,edge_device,4383
10,national,HIPAA_compliant,radiology,2013,private,mayo_clinic,tier1_hospital,3754
11,national,HIPAA_compliant,oncology,2012,mixed,johns_hopkins,tier2_hospital,3074
12,regional,SOC2,cardiology,1960,private,stanford_med,research_center,410
13,national,FedRAMP,neurology,1975,research_grant,mass_general,mobile_unit,4376
14,national,FedRAMP,pathology,1964,public,ucla_health,edge_device,464
