node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,32,GDPR,4,128,tier1_hospital,0.984,standard,20000
1,clinic_001,1000,tier_2,64,HIPAA,2,256,tier2_hospital,0.961,high,10000
2,research_center_002,10000,tier_3,256,PIPEDA,8,512,research_center,0.994,high,100000
3,mobile_unit_003,500,tier_1,4,GDPR,1,64,mobile_unit,0.881,standard,1000
4,edge_device_004,50,tier_2,8,HIPAA,1,32,edge_device,0.741,critical,500
5,hospital_005,10000,tier_1,128,HIPAA,8,256,tier1_hospital,0.952,standard,20000
6,clinic_006,1000,tier_2,32,HIPAA,4,256,tier2_hospital,0.922,high,10000
7,research_center_007,10000,tier_3,128,GDPR,16,1024,research_center,0.982,standard,20000
8,mobile_unit_008,500,tier_1,4,PIPEDA,2,16,mobile_unit,0.809,high,1000
9,edge_device_009,100,tier_2,2,local,0,8,edge_device,0.773,standard,500
