node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,local,4,256,tier1_hospital,0.983,high,50000
1,clinic_001,1000,tier_2,16,PIPEDA,8,256,tier2_hospital,0.953,critical,10000
2,research_center_002,5000,tier_3,64,GDPR,32,256,research_center,0.99,high,100000
3,mobile_unit_003,500,tier_1,16,local,2,16,mobile_unit,0.854,high,5000
4,edge_device_004,50,tier_2,2,GDPR,1,32,edge_device,0.741,high,1000
5,hospital_005,5000,tier_1,32,HIPAA,4,128,tier1_hospital,0.961,critical,20000
6,clinic_006,2000,tier_2,32,PIPEDA,2,64,tier2_hospital,0.932,critical,5000
7,research_center_007,20000,tier_3,256,GDPR,32,512,research_center,0.991,high,20000
8,mobile_unit_008,1000,tier_1,4,HIPAA,2,64,mobile_unit,0.872,high,1000
9,edge_device_009,100,tier_2,4,HIPAA,1,8,edge_device,0.846,high,500
10,hospital_010,2000,tier_1,128,HIPAA,16,512,tier1_hospital,0.967,critical,20000
11,clinic_011,1000,tier_2,32,PIPEDA,4,128,tier2_hospital,0.969,critical,10000
12,research_center_012,5000,tier_3,256,GDPR,16,256,research_center,0.984,critical,20000
13,mobile_unit_013,1000,tier_1,16,local,2,64,mobile_unit,0.812,critical,2000
14,edge_device_014,100,tier_2,2,PIPEDA,0,8,edge_device,0.9,critical,500
