node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,43.984664,-92.470348,north_america,America/Chicago
1,Baltimore,USA,39.297917,-76.590925,europe,America/New_York
2,Palo Alto,USA,37.451906,-122.186737,asia_pacific,America/Los_Angeles
3,Boston,USA,42.349176,-71.096402,south_america,America/New_York
4,Los Angeles,USA,34.094381,-118.291631,africa,America/Los_Angeles
5,London,UK,51.471731,-0.129318,north_america,Europe/London
6,Paris,France,48.865232,2.354156,europe,Europe/Paris
7,Tokyo,Japan,35.686535,139.615397,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.373197,103.77282,south_america,Asia/Singapore
9,Sydney,Australia,-33.898192,151.203666,africa,Australia/Sydney
