node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,local,SOC2,radiology,1958,private,mayo_clinic,tier1_hospital,3050
1,national,SOC2,oncology,1974,research_grant,johns_hopkins,tier2_hospital,579
2,national,SOC2,cardiology,1984,mixed,stanford_med,research_center,2587
3,regional,HIPAA_compliant,neurology,1976,public,mass_general,mobile_unit,3166
4,regional,SOC2,pathology,1968,private,ucla_health,edge_device,2040
5,regional,HIPAA_compliant,radiology,2009,public,mayo_clinic,tier1_hospital,761
6,local,FedRAMP,oncology,1997,private,johns_hopkins,tier2_hospital,532
7,local,ISO27001,cardiology,1991,research_grant,stanford_med,research_center,114
8,international,HIPAA_compliant,neurology,1965,research_grant,mass_general,mobile_unit,4969
9,local,SOC2,pathology,1951,mixed,ucla_health,edge_device,4277
10,local,FedRAMP,radiology,1950,research_grant,mayo_clinic,tier1_hospital,1925
11,international,ISO27001,oncology,1999,research_grant,johns_hopkins,tier2_hospital,2763
12,regional,ISO27001,cardiology,1982,mixed,stanford_med,research_center,3502
13,national,ISO27001,neurology,2012,research_grant,mass_general,mobile_unit,1455
14,national,HIPAA_compliant,pathology,1968,mixed,ucla_health,edge_device,1531
