edge,weight
0-1,5173.57
0-2,572.58
0-3,881.48
0-4,1157.43
0-5,90.57
0-6,87.19
0-7,4483.04
0-8,2152.36
0-9,548.91
0-10,2010.04
0-11,5778.25
0-12,502.66
0-13,856.15
0-14,1933.08
1-2,93.32
1-3,4085.54
1-4,4720.78
1-5,403.24
1-6,863.89
1-7,450.68
1-8,926.5
1-9,1122.86
1-10,1089.08
1-11,1019.69
1-12,530.25
1-13,1033.51
1-14,4101.56
2-3,108.97
2-4,5907.63
2-5,514.06
2-6,5899.67
2-7,94.95
2-8,1032.39
2-9,5049.63
2-10,520.69
2-11,1116.95
2-12,1826.23
2-13,82.22
2-14,117.86
3-4,104.93
3-5,558.48
3-6,4594.44
3-7,93.69
3-8,544.02
3-9,2370.14
3-10,436.38
3-11,1784.87
3-12,2313.6
3-13,5655.84
3-14,1705.39
4-5,114.46
4-6,4396.9
4-7,433.25
4-8,117.38
4-9,104.59
4-10,86.64
4-11,800.86
4-12,1793.58
4-13,963.37
4-14,1002.79
5-6,482.64
5-7,4794.25
5-8,92.62
5-9,5523.17
5-10,5588.86
5-11,5933.2
5-12,537.97
5-13,497.87
5-14,2169.45
6-7,1959.57
6-8,5135.8
6-9,2072.38
6-10,1903.92
6-11,2187.54
6-12,1170.95
6-13,1129.09
6-14,118.97
7-8,97.99
7-9,5780.06
7-10,103.04
7-11,5085.93
7-12,2115.59
7-13,100.42
7-14,1710.61
8-9,110.4
8-10,511.79
8-11,918.03
8-12,105.66
8-13,413.01
8-14,1715.75
9-10,5629.74
9-11,5189.36
9-12,106.22
9-13,5329.91
9-14,2076.53
10-11,4529.77
10-12,95.11
10-13,804.45
10-14,531.63
11-12,2015.3
11-13,407.79
11-14,479.98
12-13,1140.96
12-14,1882.52
13-14,889.0
