param_summary,round_num,source_node,target_node,timestamp,transfer_type
"{'norm': 3.3640024662017822, 'mean': -0.0062342616729438305, 'std': 0.11427576839923859}",1,0,1,1749425884.3701766,parameter_transfer
"{'norm': 3.3640024662017822, 'mean': -0.0062342616729438305, 'std': 0.11427576839923859}",1,0,2,1749425884.3701766,parameter_transfer
"{'norm': 3.3640024662017822, 'mean': -0.0062342616729438305, 'std': 0.11427576839923859}",1,0,3,1749425884.3701766,parameter_transfer
"{'norm': 3.3640024662017822, 'mean': -0.0062342616729438305, 'std': 0.11427576839923859}",1,0,4,1749425884.3701766,parameter_transfer
"{'norm': 3.3640024662017822, 'mean': -0.0062342616729438305, 'std': 0.11427576839923859}",1,0,5,1749425884.3701766,parameter_transfer
"{'norm': 3.3640024662017822, 'mean': -0.0062342616729438305, 'std': 0.11427576839923859}",1,0,6,1749425884.3701766,parameter_transfer
"{'norm': 3.3640024662017822, 'mean': -0.0062342616729438305, 'std': 0.11427576839923859}",1,0,7,1749425884.3701766,parameter_transfer
"{'norm': 3.3640024662017822, 'mean': -0.0062342616729438305, 'std': 0.11427576839923859}",1,0,8,1749425884.3701766,parameter_transfer
"{'norm': 3.3640024662017822, 'mean': -0.0062342616729438305, 'std': 0.11427576839923859}",1,0,9,1749425884.3701766,parameter_transfer
"{'norm': 3.364097833633423, 'mean': -0.006254480220377445, 'std': 0.1142779067158699}",1,1,0,1749425884.3702502,parameter_transfer
"{'norm': 3.364097833633423, 'mean': -0.006254480220377445, 'std': 0.1142779067158699}",1,1,2,1749425884.3702502,parameter_transfer
"{'norm': 3.364097833633423, 'mean': -0.006254480220377445, 'std': 0.1142779067158699}",1,1,3,1749425884.3702502,parameter_transfer
"{'norm': 3.364097833633423, 'mean': -0.006254480220377445, 'std': 0.1142779067158699}",1,1,4,1749425884.3702502,parameter_transfer
"{'norm': 3.364097833633423, 'mean': -0.006254480220377445, 'std': 0.1142779067158699}",1,1,5,1749425884.3702502,parameter_transfer
"{'norm': 3.364097833633423, 'mean': -0.006254480220377445, 'std': 0.1142779067158699}",1,1,6,1749425884.3702502,parameter_transfer
"{'norm': 3.364097833633423, 'mean': -0.006254480220377445, 'std': 0.1142779067158699}",1,1,7,1749425884.3702502,parameter_transfer
"{'norm': 3.364097833633423, 'mean': -0.006254480220377445, 'std': 0.1142779067158699}",1,1,8,1749425884.3702502,parameter_transfer
"{'norm': 3.364097833633423, 'mean': -0.006254480220377445, 'std': 0.1142779067158699}",1,1,9,1749425884.3702502,parameter_transfer
"{'norm': 3.3639976978302, 'mean': -0.006216324400156736, 'std': 0.11427657306194305}",1,2,0,1749425884.3702888,parameter_transfer
"{'norm': 3.3639976978302, 'mean': -0.006216324400156736, 'std': 0.11427657306194305}",1,2,1,1749425884.3702888,parameter_transfer
"{'norm': 3.3639976978302, 'mean': -0.006216324400156736, 'std': 0.11427657306194305}",1,2,3,1749425884.3702888,parameter_transfer
"{'norm': 3.3639976978302, 'mean': -0.006216324400156736, 'std': 0.11427657306194305}",1,2,4,1749425884.3702888,parameter_transfer
"{'norm': 3.3639976978302, 'mean': -0.006216324400156736, 'std': 0.11427657306194305}",1,2,5,1749425884.3702888,parameter_transfer
"{'norm': 3.3639976978302, 'mean': -0.006216324400156736, 'std': 0.11427657306194305}",1,2,6,1749425884.3702888,parameter_transfer
"{'norm': 3.3639976978302, 'mean': -0.006216324400156736, 'std': 0.11427657306194305}",1,2,7,1749425884.3702888,parameter_transfer
"{'norm': 3.3639976978302, 'mean': -0.006216324400156736, 'std': 0.11427657306194305}",1,2,8,1749425884.3702888,parameter_transfer
"{'norm': 3.3639976978302, 'mean': -0.006216324400156736, 'std': 0.11427657306194305}",1,2,9,1749425884.3702888,parameter_transfer
"{'norm': 3.364409923553467, 'mean': -0.006234887987375259, 'std': 0.11428961157798767}",1,3,0,1749425884.3703222,parameter_transfer
"{'norm': 3.364409923553467, 'mean': -0.006234887987375259, 'std': 0.11428961157798767}",1,3,1,1749425884.3703222,parameter_transfer
"{'norm': 3.364409923553467, 'mean': -0.006234887987375259, 'std': 0.11428961157798767}",1,3,2,1749425884.3703222,parameter_transfer
"{'norm': 3.364409923553467, 'mean': -0.006234887987375259, 'std': 0.11428961157798767}",1,3,4,1749425884.3703222,parameter_transfer
"{'norm': 3.364409923553467, 'mean': -0.006234887987375259, 'std': 0.11428961157798767}",1,3,5,1749425884.3703222,parameter_transfer
"{'norm': 3.364409923553467, 'mean': -0.006234887987375259, 'std': 0.11428961157798767}",1,3,6,1749425884.3703222,parameter_transfer
"{'norm': 3.364409923553467, 'mean': -0.006234887987375259, 'std': 0.11428961157798767}",1,3,7,1749425884.3703222,parameter_transfer
"{'norm': 3.364409923553467, 'mean': -0.006234887987375259, 'std': 0.11428961157798767}",1,3,8,1749425884.3703222,parameter_transfer
"{'norm': 3.364409923553467, 'mean': -0.006234887987375259, 'std': 0.11428961157798767}",1,3,9,1749425884.3703222,parameter_transfer
"{'norm': 3.363433361053467, 'mean': -0.006224432028830051, 'std': 0.11425691097974777}",1,4,0,1749425884.370355,parameter_transfer
"{'norm': 3.363433361053467, 'mean': -0.006224432028830051, 'std': 0.11425691097974777}",1,4,1,1749425884.370355,parameter_transfer
"{'norm': 3.363433361053467, 'mean': -0.006224432028830051, 'std': 0.11425691097974777}",1,4,2,1749425884.370355,parameter_transfer
"{'norm': 3.363433361053467, 'mean': -0.006224432028830051, 'std': 0.11425691097974777}",1,4,3,1749425884.370355,parameter_transfer
"{'norm': 3.363433361053467, 'mean': -0.006224432028830051, 'std': 0.11425691097974777}",1,4,5,1749425884.370355,parameter_transfer
"{'norm': 3.363433361053467, 'mean': -0.006224432028830051, 'std': 0.11425691097974777}",1,4,6,1749425884.370355,parameter_transfer
"{'norm': 3.363433361053467, 'mean': -0.006224432028830051, 'std': 0.11425691097974777}",1,4,7,1749425884.370355,parameter_transfer
"{'norm': 3.363433361053467, 'mean': -0.006224432028830051, 'std': 0.11425691097974777}",1,4,8,1749425884.370355,parameter_transfer
"{'norm': 3.363433361053467, 'mean': -0.006224432028830051, 'std': 0.11425691097974777}",1,4,9,1749425884.370355,parameter_transfer
"{'norm': 3.363406181335449, 'mean': -0.006206545513123274, 'std': 0.11425695568323135}",1,5,0,1749425884.3703876,parameter_transfer
"{'norm': 3.363406181335449, 'mean': -0.006206545513123274, 'std': 0.11425695568323135}",1,5,1,1749425884.3703876,parameter_transfer
"{'norm': 3.363406181335449, 'mean': -0.006206545513123274, 'std': 0.11425695568323135}",1,5,2,1749425884.3703876,parameter_transfer
"{'norm': 3.363406181335449, 'mean': -0.006206545513123274, 'std': 0.11425695568323135}",1,5,3,1749425884.3703876,parameter_transfer
"{'norm': 3.363406181335449, 'mean': -0.006206545513123274, 'std': 0.11425695568323135}",1,5,4,1749425884.3703876,parameter_transfer
"{'norm': 3.363406181335449, 'mean': -0.006206545513123274, 'std': 0.11425695568323135}",1,5,6,1749425884.3703876,parameter_transfer
"{'norm': 3.363406181335449, 'mean': -0.006206545513123274, 'std': 0.11425695568323135}",1,5,7,1749425884.3703876,parameter_transfer
"{'norm': 3.363406181335449, 'mean': -0.006206545513123274, 'std': 0.11425695568323135}",1,5,8,1749425884.3703876,parameter_transfer
"{'norm': 3.363406181335449, 'mean': -0.006206545513123274, 'std': 0.11425695568323135}",1,5,9,1749425884.3703876,parameter_transfer
"{'norm': 3.3634750843048096, 'mean': -0.006252872291952372, 'std': 0.11425677686929703}",1,6,0,1749425884.3704255,parameter_transfer
"{'norm': 3.3634750843048096, 'mean': -0.006252872291952372, 'std': 0.11425677686929703}",1,6,1,1749425884.3704255,parameter_transfer
"{'norm': 3.3634750843048096, 'mean': -0.006252872291952372, 'std': 0.11425677686929703}",1,6,2,1749425884.3704255,parameter_transfer
"{'norm': 3.3634750843048096, 'mean': -0.006252872291952372, 'std': 0.11425677686929703}",1,6,3,1749425884.3704255,parameter_transfer
"{'norm': 3.3634750843048096, 'mean': -0.006252872291952372, 'std': 0.11425677686929703}",1,6,4,1749425884.3704255,parameter_transfer
"{'norm': 3.3634750843048096, 'mean': -0.006252872291952372, 'std': 0.11425677686929703}",1,6,5,1749425884.3704255,parameter_transfer
"{'norm': 3.3634750843048096, 'mean': -0.006252872291952372, 'std': 0.11425677686929703}",1,6,7,1749425884.3704255,parameter_transfer
"{'norm': 3.3634750843048096, 'mean': -0.006252872291952372, 'std': 0.11425677686929703}",1,6,8,1749425884.3704255,parameter_transfer
"{'norm': 3.3634750843048096, 'mean': -0.006252872291952372, 'std': 0.11425677686929703}",1,6,9,1749425884.3704255,parameter_transfer
"{'norm': 3.363185405731201, 'mean': -0.006195313297212124, 'std': 0.11425003409385681}",1,7,0,1749425884.3704574,parameter_transfer
"{'norm': 3.363185405731201, 'mean': -0.006195313297212124, 'std': 0.11425003409385681}",1,7,1,1749425884.3704574,parameter_transfer
"{'norm': 3.363185405731201, 'mean': -0.006195313297212124, 'std': 0.11425003409385681}",1,7,2,1749425884.3704574,parameter_transfer
"{'norm': 3.363185405731201, 'mean': -0.006195313297212124, 'std': 0.11425003409385681}",1,7,3,1749425884.3704574,parameter_transfer
"{'norm': 3.363185405731201, 'mean': -0.006195313297212124, 'std': 0.11425003409385681}",1,7,4,1749425884.3704574,parameter_transfer
"{'norm': 3.363185405731201, 'mean': -0.006195313297212124, 'std': 0.11425003409385681}",1,7,5,1749425884.3704574,parameter_transfer
"{'norm': 3.363185405731201, 'mean': -0.006195313297212124, 'std': 0.11425003409385681}",1,7,6,1749425884.3704574,parameter_transfer
"{'norm': 3.363185405731201, 'mean': -0.006195313297212124, 'std': 0.11425003409385681}",1,7,8,1749425884.3704574,parameter_transfer
"{'norm': 3.363185405731201, 'mean': -0.006195313297212124, 'std': 0.11425003409385681}",1,7,9,1749425884.3704574,parameter_transfer
"{'norm': 3.364703893661499, 'mean': -0.006257227156311274, 'std': 0.11429839581251144}",1,8,0,1749425884.3704884,parameter_transfer
"{'norm': 3.364703893661499, 'mean': -0.006257227156311274, 'std': 0.11429839581251144}",1,8,1,1749425884.3704884,parameter_transfer
"{'norm': 3.364703893661499, 'mean': -0.006257227156311274, 'std': 0.11429839581251144}",1,8,2,1749425884.3704884,parameter_transfer
"{'norm': 3.364703893661499, 'mean': -0.006257227156311274, 'std': 0.11429839581251144}",1,8,3,1749425884.3704884,parameter_transfer
"{'norm': 3.364703893661499, 'mean': -0.006257227156311274, 'std': 0.11429839581251144}",1,8,4,1749425884.3704884,parameter_transfer
"{'norm': 3.364703893661499, 'mean': -0.006257227156311274, 'std': 0.11429839581251144}",1,8,5,1749425884.3704884,parameter_transfer
"{'norm': 3.364703893661499, 'mean': -0.006257227156311274, 'std': 0.11429839581251144}",1,8,6,1749425884.3704884,parameter_transfer
"{'norm': 3.364703893661499, 'mean': -0.006257227156311274, 'std': 0.11429839581251144}",1,8,7,1749425884.3704884,parameter_transfer
"{'norm': 3.364703893661499, 'mean': -0.006257227156311274, 'std': 0.11429839581251144}",1,8,9,1749425884.3704884,parameter_transfer
"{'norm': 3.364995002746582, 'mean': -0.006228054407984018, 'std': 0.11430992186069489}",1,9,0,1749425884.3705196,parameter_transfer
"{'norm': 3.364995002746582, 'mean': -0.006228054407984018, 'std': 0.11430992186069489}",1,9,1,1749425884.3705196,parameter_transfer
"{'norm': 3.364995002746582, 'mean': -0.006228054407984018, 'std': 0.11430992186069489}",1,9,2,1749425884.3705196,parameter_transfer
"{'norm': 3.364995002746582, 'mean': -0.006228054407984018, 'std': 0.11430992186069489}",1,9,3,1749425884.3705196,parameter_transfer
"{'norm': 3.364995002746582, 'mean': -0.006228054407984018, 'std': 0.11430992186069489}",1,9,4,1749425884.3705196,parameter_transfer
"{'norm': 3.364995002746582, 'mean': -0.006228054407984018, 'std': 0.11430992186069489}",1,9,5,1749425884.3705196,parameter_transfer
"{'norm': 3.364995002746582, 'mean': -0.006228054407984018, 'std': 0.11430992186069489}",1,9,6,1749425884.3705196,parameter_transfer
"{'norm': 3.364995002746582, 'mean': -0.006228054407984018, 'std': 0.11430992186069489}",1,9,7,1749425884.3705196,parameter_transfer
"{'norm': 3.364995002746582, 'mean': -0.006228054407984018, 'std': 0.11430992186069489}",1,9,8,1749425884.3705196,parameter_transfer
