edge,weight
0-1,4584.45
0-2,2361.43
0-3,569.0
0-4,409.81
0-5,4354.61
0-6,560.58
0-7,5480.45
0-8,84.66
0-9,4443.11
1-2,96.59
1-3,581.93
1-4,1690.57
1-5,92.1
1-6,2363.34
1-7,1068.26
1-8,440.68
1-9,1120.15
2-3,2169.29
2-4,835.63
2-5,111.41
2-6,4325.56
2-7,1968.25
2-8,99.61
2-9,91.01
3-4,110.97
3-5,4872.09
3-6,873.24
3-7,2355.54
3-8,492.36
3-9,417.09
4-5,4727.76
4-6,114.54
4-7,510.9
4-8,1718.51
4-9,468.19
5-6,98.6
5-7,99.21
5-8,420.35
5-9,901.33
6-7,406.32
6-8,5046.09
6-9,1018.93
7-8,429.41
7-9,2205.6
8-9,1123.58
