activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1749420835.100806,1
aggregation,,False,,,1,GossipAvg,1749420858.0474062,
aggregation,,False,,,1,GossipAvg,1749420858.0474222,
aggregation,,False,,,1,GossipAvg,1749420858.0474324,
aggregation,,True,,,1,GossipAvg,1749420858.0474403,
aggregation,,False,,,1,GossipAvg,1749420858.0474486,
model_update,,,,4696.1660150941525,1,,1749420859.9358487,
local_training,,,{},,2,,1749420860.4092908,1
aggregation,,False,,,2,GossipAvg,1749420878.014422,
aggregation,,False,,,2,GossipAvg,1749420878.0144355,
aggregation,,False,,,2,GossipAvg,1749420878.0144453,
aggregation,,True,,,2,GossipAvg,1749420878.0144536,
aggregation,,False,,,2,GossipAvg,1749420878.0144618,
model_update,,,,3542.922344621888,2,,1749420879.7195065,
local_training,,,{},,3,,1749420880.1971822,1
aggregation,,False,,,3,GossipAvg,1749420897.799348,
aggregation,,False,,,3,GossipAvg,1749420897.79936,
aggregation,,False,,,3,GossipAvg,1749420897.7993696,
aggregation,,True,,,3,GossipAvg,1749420897.7993772,
aggregation,,False,,,3,GossipAvg,1749420897.799385,
model_update,,,,3583.9160638671356,3,,1749420899.5213258,
