node_id,latitude,longitude
0,44.007784,-92.464424
1,39.319585,-76.576861
2,37.465989,-122.10368
3,42.339864,-71.01302
4,34.031732,-118.195896
5,51.547278,-0.097178
6,48.826189,2.305263
7,35.666486,139.691013
8,1.341818,103.868792
9,-33.86921,151.189998
10,44.047342,-92.502133
11,39.331114,-76.578109
12,37.481494,-122.120598
13,42.314234,-71.06804
14,34.035493,-118.249315
15,51.543099,-0.084638
16,48.822336,2.338915
17,35.639908,139.650165
18,1.353426,103.854802
19,-33.901796,151.259038
