node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,64,HIPAA,4,512,tier1_hospital,0.991,high,50000
1,clinic_001,5000,tier_2,64,PIPEDA,4,128,tier2_hospital,0.913,standard,10000
2,research_center_002,20000,tier_3,128,local,32,512,research_center,0.985,high,50000
3,mobile_unit_003,100,tier_1,8,local,2,16,mobile_unit,0.826,critical,5000
4,edge_device_004,50,tier_2,4,GDPR,1,8,edge_device,0.796,standard,500
5,hospital_005,10000,tier_1,32,local,8,128,tier1_hospital,0.99,standard,10000
6,clinic_006,2000,tier_2,32,HIPAA,8,128,tier2_hospital,0.963,high,10000
7,research_center_007,5000,tier_3,256,HIPAA,8,512,research_center,0.988,high,50000
8,mobile_unit_008,1000,tier_1,16,HIPAA,2,32,mobile_unit,0.859,critical,1000
9,edge_device_009,50,tier_2,4,PIPEDA,1,8,edge_device,0.9,high,1000
10,hospital_010,2000,tier_1,32,local,4,256,tier1_hospital,0.97,high,50000
11,clinic_011,5000,tier_2,16,HIPAA,2,64,tier2_hospital,0.972,critical,5000
12,research_center_012,5000,tier_3,64,GDPR,8,512,research_center,0.984,standard,50000
13,mobile_unit_013,1000,tier_1,8,HIPAA,2,16,mobile_unit,0.84,critical,1000
14,edge_device_014,50,tier_2,8,HIPAA,0,32,edge_device,0.798,standard,1000
15,hospital_015,5000,tier_1,32,GDPR,16,256,tier1_hospital,0.972,high,20000
16,clinic_016,1000,tier_2,64,local,2,64,tier2_hospital,0.959,standard,10000
17,research_center_017,10000,tier_3,128,PIPEDA,32,256,research_center,0.982,standard,20000
18,mobile_unit_018,500,tier_1,8,HIPAA,2,32,mobile_unit,0.778,critical,1000
19,edge_device_019,50,tier_2,4,GDPR,0,16,edge_device,0.828,critical,2000
