node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,128,GDPR,4,128,tier1_hospital,0.962,high,50000
1,clinic_001,1000,tier_2,64,GDPR,4,256,tier2_hospital,0.962,critical,5000
2,research_center_002,20000,tier_3,256,local,16,512,research_center,0.987,high,20000
3,mobile_unit_003,100,tier_1,8,HIPAA,2,32,mobile_unit,0.856,standard,1000
4,edge_device_004,500,tier_2,8,local,0,32,edge_device,0.725,standard,500
5,hospital_005,5000,tier_1,32,GDPR,16,128,tier1_hospital,0.95,high,50000
6,clinic_006,1000,tier_2,32,local,4,64,tier2_hospital,0.914,critical,10000
7,research_center_007,5000,tier_3,256,local,16,256,research_center,0.989,critical,20000
8,mobile_unit_008,500,tier_1,8,HIPAA,2,64,mobile_unit,0.781,critical,2000
9,edge_device_009,500,tier_2,2,PIPEDA,1,8,edge_device,0.797,high,500
