node_id,latitude,longitude
0,43.995974,-92.501911
1,39.318241,-76.578756
2,37.428155,-122.124037
3,42.386737,-71.033704
4,34.097174,-118.216317
5,51.498548,-0.174727
6,48.82273,2.392625
7,35.701281,139.656597
8,1.332397,103.790123
9,-33.854216,151.213943
10,44.053224,-92.495822
11,39.321406,-76.588963
12,37.398707,-122.187523
13,42.406393,-71.056155
14,34.089262,-118.272102
15,51.491632,-0.167201
16,48.890318,2.397919
17,35.674779,139.64608
18,1.334997,103.868603
19,-33.836171,151.211995
