param_summary,round_num,source_node,target_node,timestamp,transfer_type
"{'norm': 3.2149782180786133, 'mean': -0.0030463633593171835, 'std': 0.1093333438038826}",1,0,1,1749410535.2435927,parameter_transfer
"{'norm': 3.2149782180786133, 'mean': -0.0030463633593171835, 'std': 0.1093333438038826}",1,0,2,1749410535.2435927,parameter_transfer
"{'norm': 3.2149782180786133, 'mean': -0.0030463633593171835, 'std': 0.1093333438038826}",1,0,3,1749410535.2435927,parameter_transfer
"{'norm': 3.2149782180786133, 'mean': -0.0030463633593171835, 'std': 0.1093333438038826}",1,0,4,1749410535.2435927,parameter_transfer
"{'norm': 3.2149782180786133, 'mean': -0.0030463633593171835, 'std': 0.1093333438038826}",1,0,5,1749410535.2435927,parameter_transfer
"{'norm': 3.2149782180786133, 'mean': -0.0030463633593171835, 'std': 0.1093333438038826}",1,0,6,1749410535.2435927,parameter_transfer
"{'norm': 3.2149782180786133, 'mean': -0.0030463633593171835, 'std': 0.1093333438038826}",1,0,7,1749410535.2435927,parameter_transfer
"{'norm': 3.2149782180786133, 'mean': -0.0030463633593171835, 'std': 0.1093333438038826}",1,0,8,1749410535.2435927,parameter_transfer
"{'norm': 3.2149782180786133, 'mean': -0.0030463633593171835, 'std': 0.1093333438038826}",1,0,9,1749410535.2435927,parameter_transfer
"{'norm': 3.2160441875457764, 'mean': -0.003087125951424241, 'std': 0.10936848819255829}",1,1,0,1749410535.2436619,parameter_transfer
"{'norm': 3.2160441875457764, 'mean': -0.003087125951424241, 'std': 0.10936848819255829}",1,1,2,1749410535.2436619,parameter_transfer
"{'norm': 3.2160441875457764, 'mean': -0.003087125951424241, 'std': 0.10936848819255829}",1,1,3,1749410535.2436619,parameter_transfer
"{'norm': 3.2160441875457764, 'mean': -0.003087125951424241, 'std': 0.10936848819255829}",1,1,4,1749410535.2436619,parameter_transfer
"{'norm': 3.2160441875457764, 'mean': -0.003087125951424241, 'std': 0.10936848819255829}",1,1,5,1749410535.2436619,parameter_transfer
"{'norm': 3.2160441875457764, 'mean': -0.003087125951424241, 'std': 0.10936848819255829}",1,1,6,1749410535.2436619,parameter_transfer
"{'norm': 3.2160441875457764, 'mean': -0.003087125951424241, 'std': 0.10936848819255829}",1,1,7,1749410535.2436619,parameter_transfer
"{'norm': 3.2160441875457764, 'mean': -0.003087125951424241, 'std': 0.10936848819255829}",1,1,8,1749410535.2436619,parameter_transfer
"{'norm': 3.2160441875457764, 'mean': -0.003087125951424241, 'std': 0.10936848819255829}",1,1,9,1749410535.2436619,parameter_transfer
"{'norm': 3.216045618057251, 'mean': -0.0030805489514023066, 'std': 0.1093687117099762}",1,2,0,1749410535.2436988,parameter_transfer
"{'norm': 3.216045618057251, 'mean': -0.0030805489514023066, 'std': 0.1093687117099762}",1,2,1,1749410535.2436988,parameter_transfer
"{'norm': 3.216045618057251, 'mean': -0.0030805489514023066, 'std': 0.1093687117099762}",1,2,3,1749410535.2436988,parameter_transfer
