node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,local,8,256,tier1_hospital,0.963,standard,50000
1,clinic_001,5000,tier_2,32,HIPAA,2,128,tier2_hospital,0.907,high,5000
2,research_center_002,5000,tier_3,128,PIPEDA,32,512,research_center,0.986,critical,50000
3,mobile_unit_003,500,tier_1,16,GDPR,2,16,mobile_unit,0.765,critical,2000
4,edge_device_004,50,tier_2,4,GDPR,0,16,edge_device,0.711,critical,500
5,hospital_005,10000,tier_1,64,PIPEDA,4,256,tier1_hospital,0.987,standard,10000
6,clinic_006,1000,tier_2,32,GDPR,4,256,tier2_hospital,0.927,standard,10000
7,research_center_007,20000,tier_3,128,PIPEDA,16,256,research_center,0.995,critical,100000
8,mobile_unit_008,1000,tier_1,4,GDPR,2,64,mobile_unit,0.848,critical,5000
9,edge_device_009,100,tier_2,4,local,0,32,edge_device,0.833,standard,500
10,hospital_010,2000,tier_1,128,HIPAA,16,128,tier1_hospital,0.98,standard,10000
11,clinic_011,5000,tier_2,32,GDPR,8,256,tier2_hospital,0.964,standard,5000
12,research_center_012,20000,tier_3,64,GDPR,32,256,research_center,0.994,standard,50000
13,mobile_unit_013,1000,tier_1,4,local,2,16,mobile_unit,0.765,high,2000
14,edge_device_014,100,tier_2,4,HIPAA,1,16,edge_device,0.887,standard,1000
