param_summary,round_num,source_node,target_node,timestamp,transfer_type
"{'norm': 3.2434141635894775, 'mean': 0.0019743917509913445, 'std': 0.11032552272081375}",1,0,1,1749424651.9594393,parameter_transfer
"{'norm': 3.2434141635894775, 'mean': 0.0019743917509913445, 'std': 0.11032552272081375}",1,0,2,1749424651.9594393,parameter_transfer
"{'norm': 3.2434141635894775, 'mean': 0.0019743917509913445, 'std': 0.11032552272081375}",1,0,3,1749424651.9594393,parameter_transfer
"{'norm': 3.2434141635894775, 'mean': 0.0019743917509913445, 'std': 0.11032552272081375}",1,0,4,1749424651.9594393,parameter_transfer
"{'norm': 3.2434141635894775, 'mean': 0.0019743917509913445, 'std': 0.11032552272081375}",1,0,5,1749424651.9594393,parameter_transfer
"{'norm': 3.2434141635894775, 'mean': 0.0019743917509913445, 'std': 0.11032552272081375}",1,0,6,1749424651.9594393,parameter_transfer
"{'norm': 3.244795322418213, 'mean': 0.0020005377009510994, 'std': 0.11037205904722214}",1,1,0,1749424651.9595037,parameter_transfer
"{'norm': 3.244795322418213, 'mean': 0.0020005377009510994, 'std': 0.11037205904722214}",1,1,2,1749424651.9595037,parameter_transfer
"{'norm': 3.244795322418213, 'mean': 0.0020005377009510994, 'std': 0.11037205904722214}",1,1,3,1749424651.9595037,parameter_transfer
"{'norm': 3.244795322418213, 'mean': 0.0020005377009510994, 'std': 0.11037205904722214}",1,1,4,1749424651.9595037,parameter_transfer
"{'norm': 3.244795322418213, 'mean': 0.0020005377009510994, 'std': 0.11037205904722214}",1,1,5,1749424651.9595037,parameter_transfer
"{'norm': 3.244795322418213, 'mean': 0.0020005377009510994, 'std': 0.11037205904722214}",1,1,6,1749424651.9595037,parameter_transfer
"{'norm': 3.24566912651062, 'mean': 0.002069151261821389, 'std': 0.11040051281452179}",1,2,0,1749424651.9595366,parameter_transfer
"{'norm': 3.24566912651062, 'mean': 0.002069151261821389, 'std': 0.11040051281452179}",1,2,1,1749424651.9595366,parameter_transfer
"{'norm': 3.24566912651062, 'mean': 0.002069151261821389, 'std': 0.11040051281452179}",1,2,3,1749424651.9595366,parameter_transfer
"{'norm': 3.24566912651062, 'mean': 0.002069151261821389, 'std': 0.11040051281452179}",1,2,4,1749424651.9595366,parameter_transfer
"{'norm': 3.24566912651062, 'mean': 0.002069151261821389, 'std': 0.11040051281452179}",1,2,5,1749424651.9595366,parameter_transfer
"{'norm': 3.24566912651062, 'mean': 0.002069151261821389, 'std': 0.11040051281452179}",1,2,6,1749424651.9595366,parameter_transfer
"{'norm': 3.243507146835327, 'mean': 0.0019989507272839546, 'std': 0.11032824218273163}",1,3,0,1749424651.959572,parameter_transfer
"{'norm': 3.243507146835327, 'mean': 0.0019989507272839546, 'std': 0.11032824218273163}",1,3,1,1749424651.959572,parameter_transfer
"{'norm': 3.243507146835327, 'mean': 0.0019989507272839546, 'std': 0.11032824218273163}",1,3,2,1749424651.959572,parameter_transfer
"{'norm': 3.243507146835327, 'mean': 0.0019989507272839546, 'std': 0.11032824218273163}",1,3,4,1749424651.959572,parameter_transfer
"{'norm': 3.243507146835327, 'mean': 0.0019989507272839546, 'std': 0.11032824218273163}",1,3,5,1749424651.959572,parameter_transfer
"{'norm': 3.243507146835327, 'mean': 0.0019989507272839546, 'std': 0.11032824218273163}",1,3,6,1749424651.959572,parameter_transfer
"{'norm': 3.2455990314483643, 'mean': 0.00203296379186213, 'std': 0.1103988066315651}",1,4,0,1749424651.9596074,parameter_transfer
"{'norm': 3.2455990314483643, 'mean': 0.00203296379186213, 'std': 0.1103988066315651}",1,4,1,1749424651.9596074,parameter_transfer
"{'norm': 3.2455990314483643, 'mean': 0.00203296379186213, 'std': 0.1103988066315651}",1,4,2,1749424651.9596074,parameter_transfer
"{'norm': 3.2455990314483643, 'mean': 0.00203296379186213, 'std': 0.1103988066315651}",1,4,3,1749424651.9596074,parameter_transfer
"{'norm': 3.2455990314483643, 'mean': 0.00203296379186213, 'std': 0.1103988066315651}",1,4,5,1749424651.9596074,parameter_transfer
"{'norm': 3.2455990314483643, 'mean': 0.00203296379186213, 'std': 0.1103988066315651}",1,4,6,1749424651.9596074,parameter_transfer
"{'norm': 3.2431416511535645, 'mean': 0.002022726694121957, 'std': 0.11031537503004074}",1,5,0,1749424651.9596426,parameter_transfer
"{'norm': 3.2431416511535645, 'mean': 0.002022726694121957, 'std': 0.11031537503004074}",1,5,1,1749424651.9596426,parameter_transfer
"{'norm': 3.2431416511535645, 'mean': 0.002022726694121957, 'std': 0.11031537503004074}",1,5,2,1749424651.9596426,parameter_transfer
"{'norm': 3.2431416511535645, 'mean': 0.002022726694121957, 'std': 0.11031537503004074}",1,5,3,1749424651.9596426,parameter_transfer
"{'norm': 3.2431416511535645, 'mean': 0.002022726694121957, 'std': 0.11031537503004074}",1,5,4,1749424651.9596426,parameter_transfer
"{'norm': 3.2431416511535645, 'mean': 0.002022726694121957, 'std': 0.11031537503004074}",1,5,6,1749424651.9596426,parameter_transfer
"{'norm': 3.246342420578003, 'mean': 0.0020312804263085127, 'std': 0.11042413115501404}",1,6,0,1749424651.9596727,parameter_transfer
"{'norm': 3.246342420578003, 'mean': 0.0020312804263085127, 'std': 0.11042413115501404}",1,6,1,1749424651.9596727,parameter_transfer
"{'norm': 3.246342420578003, 'mean': 0.0020312804263085127, 'std': 0.11042413115501404}",1,6,2,1749424651.9596727,parameter_transfer
"{'norm': 3.246342420578003, 'mean': 0.0020312804263085127, 'std': 0.11042413115501404}",1,6,3,1749424651.9596727,parameter_transfer
"{'norm': 3.246342420578003, 'mean': 0.0020312804263085127, 'std': 0.11042413115501404}",1,6,4,1749424651.9596727,parameter_transfer
"{'norm': 3.246342420578003, 'mean': 0.0020312804263085127, 'std': 0.11042413115501404}",1,6,5,1749424651.9596727,parameter_transfer
"{'norm': 3.2444193363189697, 'mean': 0.0019913879223167896, 'std': 0.11035942286252975}",2,0,1,1749424665.7641933,parameter_transfer
"{'norm': 3.2444193363189697, 'mean': 0.0019913879223167896, 'std': 0.11035942286252975}",2,0,2,1749424665.7641933,parameter_transfer
"{'norm': 3.2444193363189697, 'mean': 0.0019913879223167896, 'std': 0.11035942286252975}",2,0,3,1749424665.7641933,parameter_transfer
"{'norm': 3.2444193363189697, 'mean': 0.0019913879223167896, 'std': 0.11035942286252975}",2,0,4,1749424665.7641933,parameter_transfer
"{'norm': 3.2444193363189697, 'mean': 0.0019913879223167896, 'std': 0.11035942286252975}",2,0,5,1749424665.7641933,parameter_transfer
"{'norm': 3.2444193363189697, 'mean': 0.0019913879223167896, 'std': 0.11035942286252975}",2,0,6,1749424665.7641933,parameter_transfer
"{'norm': 3.2457408905029297, 'mean': 0.002031388459727168, 'std': 0.11040366441011429}",2,1,0,1749424665.7642462,parameter_transfer
"{'norm': 3.2457408905029297, 'mean': 0.002031388459727168, 'std': 0.11040366441011429}",2,1,2,1749424665.7642462,parameter_transfer
"{'norm': 3.2457408905029297, 'mean': 0.002031388459727168, 'std': 0.11040366441011429}",2,1,3,1749424665.7642462,parameter_transfer
"{'norm': 3.2457408905029297, 'mean': 0.002031388459727168, 'std': 0.11040366441011429}",2,1,4,1749424665.7642462,parameter_transfer
"{'norm': 3.2457408905029297, 'mean': 0.002031388459727168, 'std': 0.11040366441011429}",2,1,5,1749424665.7642462,parameter_transfer
"{'norm': 3.2457408905029297, 'mean': 0.002031388459727168, 'std': 0.11040366441011429}",2,1,6,1749424665.7642462,parameter_transfer
"{'norm': 3.243797779083252, 'mean': 0.002120463876053691, 'std': 0.11033587157726288}",2,2,0,1749424665.764276,parameter_transfer
"{'norm': 3.243797779083252, 'mean': 0.002120463876053691, 'std': 0.11033587157726288}",2,2,1,1749424665.764276,parameter_transfer
"{'norm': 3.243797779083252, 'mean': 0.002120463876053691, 'std': 0.11033587157726288}",2,2,3,1749424665.764276,parameter_transfer
"{'norm': 3.243797779083252, 'mean': 0.002120463876053691, 'std': 0.11033587157726288}",2,2,4,1749424665.764276,parameter_transfer
"{'norm': 3.243797779083252, 'mean': 0.002120463876053691, 'std': 0.11033587157726288}",2,2,5,1749424665.764276,parameter_transfer
