timestamp,round_num,total_clients,sampled_clients,num_sampled_clients,client_sampling_rate,actual_client_rate,data_sampling_rates,total_data_points,sampled_data_points,actual_data_rate
1753397919.35058,1,20,"[16, 9, 1, 17, 15, 7, 6, 5, 18, 2, 10, 14, 0, 13, 19, 3]",16,0.8,0.8,"{16: 1.0, 9: 1.0, 1: 1.0, 17: 1.0, 15: 1.0, 7: 1.0, 6: 1.0, 5: 1.0, 18: 1.0, 2: 1.0, 10: 1.0, 14: 1.0, 0: 1.0, 13: 1.0, 19: 1.0, 3: 1.0}",,,
1753397952.4638362,2,20,"[13, 6, 17, 16, 11, 14, 8, 5, 0, 4, 12, 1, 7, 9, 10, 3]",16,0.8,0.8,"{13: 1.0, 6: 1.0, 17: 1.0, 16: 1.0, 11: 1.0, 14: 1.0, 8: 1.0, 5: 1.0, 0: 1.0, 4: 1.0, 12: 1.0, 1: 1.0, 7: 1.0, 9: 1.0, 10: 1.0, 3: 1.0}",,,
1753397980.9096177,3,20,"[8, 1, 19, 12, 3, 16, 6, 15, 18, 2, 7, 13, 4, 17, 10, 14]",16,0.8,0.8,"{8: 1.0, 1: 1.0, 19: 1.0, 12: 1.0, 3: 1.0, 16: 1.0, 6: 1.0, 15: 1.0, 18: 1.0, 2: 1.0, 7: 1.0, 13: 1.0, 4: 1.0, 17: 1.0, 10: 1.0, 14: 1.0}",,,
1753397993.385838,4,20,"[0, 3, 15, 16, 6, 14, 13, 17, 19, 10, 1, 9, 18, 11, 12, 5]",16,0.8,0.8,"{0: 1.0, 3: 1.0, 15: 1.0, 16: 1.0, 6: 1.0, 14: 1.0, 13: 1.0, 17: 1.0, 19: 1.0, 10: 1.0, 1: 1.0, 9: 1.0, 18: 1.0, 11: 1.0, 12: 1.0, 5: 1.0}",,,
1753398005.6976206,5,20,"[13, 7, 19, 2, 6, 15, 8, 11, 0, 3, 9, 17, 1, 14, 16, 18]",16,0.8,0.8,"{13: 1.0, 7: 1.0, 19: 1.0, 2: 1.0, 6: 1.0, 15: 1.0, 8: 1.0, 11: 1.0, 0: 1.0, 3: 1.0, 9: 1.0, 17: 1.0, 1: 1.0, 14: 1.0, 16: 1.0, 18: 1.0}",,,
1753398018.498234,6,20,"[14, 12, 6, 9, 15, 3, 4, 7, 11, 16, 13, 18, 2, 19, 5, 8]",16,0.8,0.8,"{14: 1.0, 12: 1.0, 6: 1.0, 9: 1.0, 15: 1.0, 3: 1.0, 4: 1.0, 7: 1.0, 11: 1.0, 16: 1.0, 13: 1.0, 18: 1.0, 2: 1.0, 19: 1.0, 5: 1.0, 8: 1.0}",,,
1753398031.8062134,7,20,"[3, 9, 16, 12, 4, 14, 17, 11, 7, 5, 6, 0, 15, 8, 1, 18]",16,0.8,0.8,"{3: 1.0, 9: 1.0, 16: 1.0, 12: 1.0, 4: 1.0, 14: 1.0, 17: 1.0, 11: 1.0, 7: 1.0, 5: 1.0, 6: 1.0, 0: 1.0, 15: 1.0, 8: 1.0, 1: 1.0, 18: 1.0}",,,
1753398045.162302,8,20,"[8, 12, 3, 18, 0, 9, 2, 16, 14, 4, 7, 15, 1, 19, 13, 11]",16,0.8,0.8,"{8: 1.0, 12: 1.0, 3: 1.0, 18: 1.0, 0: 1.0, 9: 1.0, 2: 1.0, 16: 1.0, 14: 1.0, 4: 1.0, 7: 1.0, 15: 1.0, 1: 1.0, 19: 1.0, 13: 1.0, 11: 1.0}",,,
1753398057.8574686,9,20,"[11, 16, 4, 18, 7, 9, 0, 5, 17, 8, 2, 15, 13, 6, 10, 1]",16,0.8,0.8,"{11: 1.0, 16: 1.0, 4: 1.0, 18: 1.0, 7: 1.0, 9: 1.0, 0: 1.0, 5: 1.0, 17: 1.0, 8: 1.0, 2: 1.0, 15: 1.0, 13: 1.0, 6: 1.0, 10: 1.0, 1: 1.0}",,,
1753398071.3872244,10,20,"[19, 7, 15, 13, 17, 2, 18, 11, 4, 0, 16, 14, 5, 12, 1, 3]",16,0.8,0.8,"{19: 1.0, 7: 1.0, 15: 1.0, 13: 1.0, 17: 1.0, 2: 1.0, 18: 1.0, 11: 1.0, 4: 1.0, 0: 1.0, 16: 1.0, 14: 1.0, 5: 1.0, 12: 1.0, 1: 1.0, 3: 1.0}",,,
