node_id,latitude,longitude
0,44.042034,-92.465125
1,39.308172,-76.592732
2,37.42101,-122.108054
3,42.379703,-71.066923
4,34.056686,-118.273296
5,51.49682,-0.124885
6,48.816244,2.305944
7,35.698874,139.659404
8,1.32641,103.867278
9,-33.866013,151.23275
10,44.03056,-92.483375
11,39.336679,-76.660972
12,37.458702,-122.179436
13,42.33271,-71.093781
14,34.038112,-118.245859
15,51.478198,-0.117661
16,48.872459,2.38632
17,35.649145,139.6814
18,1.346626,103.788712
19,-33.847503,151.165394
