node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,GDPR,4,128,tier1_hospital,0.964,high,20000
1,clinic_001,5000,tier_2,32,local,2,256,tier2_hospital,0.978,critical,20000
2,research_center_002,5000,tier_3,64,PIPEDA,8,256,research_center,0.993,critical,100000
3,mobile_unit_003,100,tier_1,8,local,2,16,mobile_unit,0.821,standard,1000
4,edge_device_004,100,tier_2,2,GDPR,1,32,edge_device,0.751,high,1000
5,hospital_005,10000,tier_1,64,local,4,128,tier1_hospital,0.975,standard,20000
6,clinic_006,1000,tier_2,32,GDPR,2,128,tier2_hospital,0.949,critical,5000
7,research_center_007,5000,tier_3,64,local,16,1024,research_center,0.987,critical,100000
8,mobile_unit_008,100,tier_1,8,local,1,64,mobile_unit,0.768,critical,5000
9,edge_device_009,100,tier_2,2,PIPEDA,0,8,edge_device,0.705,standard,2000
10,hospital_010,10000,tier_1,64,local,4,256,tier1_hospital,0.98,critical,20000
11,clinic_011,5000,tier_2,64,HIPAA,4,256,tier2_hospital,0.912,critical,10000
12,research_center_012,5000,tier_3,128,HIPAA,32,512,research_center,0.986,high,50000
13,mobile_unit_013,100,tier_1,8,PIPEDA,1,16,mobile_unit,0.856,standard,5000
14,edge_device_014,50,tier_2,4,local,0,32,edge_device,0.797,standard,1000
15,hospital_015,2000,tier_1,32,PIPEDA,4,256,tier1_hospital,0.988,critical,10000
16,clinic_016,2000,tier_2,16,GDPR,2,64,tier2_hospital,0.971,standard,5000
17,research_center_017,20000,tier_3,128,HIPAA,8,1024,research_center,0.989,high,50000
18,mobile_unit_018,500,tier_1,4,HIPAA,1,32,mobile_unit,0.768,critical,2000
19,edge_device_019,100,tier_2,4,GDPR,1,16,edge_device,0.875,standard,500
