node_id,latitude,longitude
0,44.026985,-92.490107
1,39.324427,-76.597867
2,37.444227,-122.170571
3,42.401137,-71.069445
4,34.085658,-118.255189
5,51.471803,-0.125701
6,48.835973,2.377394
7,35.66313,139.69954
8,1.349736,103.867628
9,-33.893883,151.173852
10,43.976435,-92.505677
11,39.253553,-76.606633
12,37.470499,-122.15804
13,42.314528,-71.061108
14,34.032151,-118.290245
15,51.536459,-0.159292
16,48.829428,2.355907
17,35.655668,139.613736
18,1.335469,103.800361
19,-33.854121,151.223541
