timestamp,round_num,source_node,target_node,transfer_type,param_summary,strategy_name
1753352882.2355456,1,1,0,parameter_transfer,"{'norm': 3.2586731910705566, 'mean': -0.023094257339835167, 'std': 0.19062532484531403}",
1753352882.2355456,1,2,0,parameter_transfer,"{'norm': 3.2586731910705566, 'mean': -0.023094257339835167, 'std': 0.19062532484531403}",
1753352882.2355456,1,3,0,parameter_transfer,"{'norm': 3.2586731910705566, 'mean': -0.023094257339835167, 'std': 0.19062532484531403}",
1753352882.2355456,1,4,0,parameter_transfer,"{'norm': 3.2586731910705566, 'mean': -0.023094257339835167, 'std': 0.19062532484531403}",
1753352882.2355456,1,5,0,parameter_transfer,"{'norm': 3.2586731910705566, 'mean': -0.023094257339835167, 'std': 0.19062532484531403}",
1753352882.2355456,1,6,0,parameter_transfer,"{'norm': 3.322326898574829, 'mean': -0.019755836576223373, 'std': 0.19477061927318573}",
1753352882.2355456,1,7,0,parameter_transfer,"{'norm': 3.3257009983062744, 'mean': -0.022356145083904266, 'std': 0.19468943774700165}",
1753352882.2355456,1,8,0,parameter_transfer,"{'norm': 3.2586731910705566, 'mean': -0.023094257339835167, 'std': 0.19062532484531403}",
1753352882.2355456,1,9,0,parameter_transfer,"{'norm': 3.2586731910705566, 'mean': -0.023094257339835167, 'std': 0.19062532484531403}",
1753352882.2355456,1,10,0,parameter_transfer,"{'norm': 3.3252599239349365, 'mean': -0.020817110314965248, 'std': 0.1948338747024536}",
1753352882.2355456,1,11,0,parameter_transfer,"{'norm': 3.2971560955047607, 'mean': -0.023239456117153168, 'std': 0.1928919106721878}",
1753352882.2355456,1,12,0,parameter_transfer,"{'norm': 3.2586731910705566, 'mean': -0.023094257339835167, 'std': 0.19062532484531403}",
1753352882.2355456,1,13,0,parameter_transfer,"{'norm': 3.2586731910705566, 'mean': -0.023094257339835167, 'std': 0.19062532484531403}",
1753352882.2355456,1,14,0,parameter_transfer,"{'norm': 3.3005101680755615, 'mean': -0.022147532552480698, 'std': 0.19321925938129425}",
1753352882.2355456,1,15,0,parameter_transfer,"{'norm': 3.2586731910705566, 'mean': -0.023094257339835167, 'std': 0.19062532484531403}",
1753352882.2355456,1,16,0,parameter_transfer,"{'norm': 3.2586731910705566, 'mean': -0.023094257339835167, 'std': 0.19062532484531403}",
1753352882.2355456,1,17,0,parameter_transfer,"{'norm': 3.2771189212799072, 'mean': -0.021818500012159348, 'std': 0.19186951220035553}",
1753352882.2355456,1,18,0,parameter_transfer,"{'norm': 3.2982871532440186, 'mean': -0.02026738040149212, 'std': 0.19329379498958588}",
1753352882.2355456,1,19,0,parameter_transfer,"{'norm': 3.2586731910705566, 'mean': -0.023094257339835167, 'std': 0.19062532484531403}",
1753352882.23584,1,1,0,aggregation,,FedAvg
1753352882.23584,1,2,0,aggregation,,FedAvg
1753352882.23584,1,3,0,aggregation,,FedAvg
1753352882.23584,1,4,0,aggregation,,FedAvg
1753352882.23584,1,5,0,aggregation,,FedAvg
1753352882.23584,1,6,0,aggregation,,FedAvg
1753352882.23584,1,7,0,aggregation,,FedAvg
1753352882.23584,1,8,0,aggregation,,FedAvg
1753352882.23584,1,9,0,aggregation,,FedAvg
1753352882.23584,1,10,0,aggregation,,FedAvg
1753352882.23584,1,11,0,aggregation,,FedAvg
1753352882.23584,1,12,0,aggregation,,FedAvg
1753352882.23584,1,13,0,aggregation,,FedAvg
1753352882.23584,1,14,0,aggregation,,FedAvg
1753352882.23584,1,15,0,aggregation,,FedAvg
1753352882.23584,1,16,0,aggregation,,FedAvg
1753352882.23584,1,17,0,aggregation,,FedAvg
1753352882.23584,1,18,0,aggregation,,FedAvg
1753352882.23584,1,19,0,aggregation,,FedAvg
1753352894.3268075,2,1,0,parameter_transfer,"{'norm': 3.2948639392852783, 'mean': -0.0208329726010561, 'std': 0.19303077459335327}",
1753352894.3268075,2,2,0,parameter_transfer,"{'norm': 3.268902063369751, 'mean': -0.022344863042235374, 'std': 0.191321462392807}",
1753352894.3268075,2,3,0,parameter_transfer,"{'norm': 3.268902063369751, 'mean': -0.022344863042235374, 'std': 0.191321462392807}",
1753352894.3268075,2,4,0,parameter_transfer,"{'norm': 3.3244378566741943, 'mean': -0.022291630506515503, 'std': 0.19462192058563232}",
1753352894.3268075,2,5,0,parameter_transfer,"{'norm': 3.268902063369751, 'mean': -0.022344863042235374, 'std': 0.191321462392807}",
1753352894.3268075,2,6,0,parameter_transfer,"{'norm': 3.268902063369751, 'mean': -0.022344863042235374, 'std': 0.191321462392807}",
1753352894.3268075,2,7,0,parameter_transfer,"{'norm': 3.268902063369751, 'mean': -0.022344863042235374, 'std': 0.191321462392807}",
1753352894.3268075,2,8,0,parameter_transfer,"{'norm': 3.3008713722229004, 'mean': -0.022215399891138077, 'std': 0.19323289394378662}",
1753352894.3268075,2,9,0,parameter_transfer,"{'norm': 3.3057262897491455, 'mean': -0.021650221198797226, 'std': 0.1935848891735077}",
1753352894.3268075,2,10,0,parameter_transfer,"{'norm': 3.27889084815979, 'mean': -0.021545596420764923, 'std': 0.19200542569160461}",
1753352894.3268075,2,11,0,parameter_transfer,"{'norm': 3.268902063369751, 'mean': -0.022344863042235374, 'std': 0.191321462392807}",
1753352894.3268075,2,12,0,parameter_transfer,"{'norm': 3.268902063369751, 'mean': -0.022344863042235374, 'std': 0.191321462392807}",
1753352894.3268075,2,13,0,parameter_transfer,"{'norm': 3.268902063369751, 'mean': -0.022344863042235374, 'std': 0.191321462392807}",
1753352894.3268075,2,14,0,parameter_transfer,"{'norm': 3.268902063369751, 'mean': -0.022344863042235374, 'std': 0.191321462392807}",
1753352894.3268075,2,15,0,parameter_transfer,"{'norm': 3.312098741531372, 'mean': -0.021867843344807625, 'std': 0.19393831491470337}",
1753352894.3268075,2,16,0,parameter_transfer,"{'norm': 3.268902063369751, 'mean': -0.022344863042235374, 'std': 0.191321462392807}",
1753352894.3268075,2,17,0,parameter_transfer,"{'norm': 3.268902063369751, 'mean': -0.022344863042235374, 'std': 0.191321462392807}",
1753352894.3268075,2,18,0,parameter_transfer,"{'norm': 3.2706949710845947, 'mean': -0.022523488849401474, 'std': 0.19140689074993134}",
1753352894.3268075,2,19,0,parameter_transfer,"{'norm': 3.320830821990967, 'mean': -0.024213889613747597, 'std': 0.19417792558670044}",
1753352894.3271184,2,1,0,aggregation,,FedAvg
1753352894.3271184,2,2,0,aggregation,,FedAvg
1753352894.3271184,2,3,0,aggregation,,FedAvg
1753352894.3271184,2,4,0,aggregation,,FedAvg
1753352894.3271184,2,5,0,aggregation,,FedAvg
1753352894.3271184,2,6,0,aggregation,,FedAvg
1753352894.3271184,2,7,0,aggregation,,FedAvg
1753352894.3271184,2,8,0,aggregation,,FedAvg
1753352894.3271184,2,9,0,aggregation,,FedAvg
1753352894.3271184,2,10,0,aggregation,,FedAvg
1753352894.3271184,2,11,0,aggregation,,FedAvg
