node_id,latitude,longitude
0,44.047763,-92.458764
1,39.291102,-76.600663
2,37.429598,-122.135352
3,42.352454,-71.088091
4,34.007794,-118.200698
5,51.473581,-0.120061
6,48.880066,2.370514
7,35.68494,139.606423
8,1.375808,103.833539
9,-33.887647,151.164772
10,44.068412,-92.499976
11,39.265939,-76.65419
12,37.433857,-122.153011
13,42.358261,-71.091216
14,34.066626,-118.23412
15,51.501359,-0.164347
16,48.900617,2.382265
17,35.725978,139.611615
18,1.323355,103.79352
19,-33.892746,151.208636
