node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,32,GDPR,8,128,tier1_hospital,0.962,standard,10000
1,clinic_001,2000,tier_2,32,HIPAA,8,64,tier2_hospital,0.979,high,10000
2,research_center_002,5000,tier_3,128,PIPEDA,16,1024,research_center,0.991,high,50000
3,mobile_unit_003,100,tier_1,8,local,1,64,mobile_unit,0.751,critical,2000
4,edge_device_004,500,tier_2,2,HIPAA,1,32,edge_device,0.708,critical,500
5,hospital_005,2000,tier_1,32,HIPAA,16,512,tier1_hospital,0.988,standard,20000
6,clinic_006,2000,tier_2,64,GDPR,2,256,tier2_hospital,0.963,standard,10000
7,research_center_007,20000,tier_3,128,local,16,1024,research_center,0.981,standard,50000
8,mobile_unit_008,500,tier_1,8,local,2,64,mobile_unit,0.812,critical,2000
9,edge_device_009,50,tier_2,8,HIPAA,0,16,edge_device,0.871,high,1000
10,hospital_010,5000,tier_1,128,GDPR,8,128,tier1_hospital,0.963,critical,10000
11,clinic_011,5000,tier_2,64,GDPR,4,256,tier2_hospital,0.925,standard,10000
12,research_center_012,20000,tier_3,64,GDPR,16,1024,research_center,0.98,standard,20000
13,mobile_unit_013,100,tier_1,16,local,2,32,mobile_unit,0.765,critical,5000
14,edge_device_014,500,tier_2,8,local,0,32,edge_device,0.807,high,1000
15,hospital_015,10000,tier_1,32,local,8,512,tier1_hospital,0.962,critical,50000
16,clinic_016,2000,tier_2,32,local,8,256,tier2_hospital,0.938,high,5000
17,research_center_017,5000,tier_3,64,PIPEDA,16,1024,research_center,0.997,critical,50000
18,mobile_unit_018,100,tier_1,8,PIPEDA,1,16,mobile_unit,0.899,standard,5000
19,edge_device_019,100,tier_2,4,GDPR,0,16,edge_device,0.856,critical,2000
