round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19
1,3.2834184169769287,3.257688045501709,3.252512216567993,3.2715954780578613,3.272001266479492,3.2519524097442627,3.2759616374969482,3.277367115020752,3.258927822113037,3.2471187114715576,3.266386032104492,3.2568111419677734,3.271430253982544,3.2640187740325928,3.286916971206665,3.2582266330718994,3.235757827758789,3.266308307647705,3.250566244125366,3.25704026222229
2,3.262878179550171,3.251070261001587,3.251030921936035,3.260218858718872,3.2423415184020996,3.2539265155792236,3.256253719329834,3.266160488128662,3.253978967666626,3.240752696990967,3.251404047012329,3.2488763332366943,3.255314826965332,3.253458023071289,3.240048885345459,3.250969171524048,3.2565090656280518,3.2522785663604736,3.261179208755493,3.251203775405884
3,3.255795955657959,3.247934103012085,3.2568867206573486,3.2602877616882324,3.2519655227661133,3.252575397491455,3.25175404548645,3.261061668395996,3.2529351711273193,3.251091480255127,3.2527568340301514,3.2441508769989014,3.249180555343628,3.2595443725585938,3.2477588653564453,3.2533516883850098,3.2429895401000977,3.245033025741577,3.260725736618042,3.248509407043457
4,3.256959915161133,3.255795478820801,3.2610251903533936,3.2549521923065186,3.268612861633301,3.259721517562866,3.257789373397827,3.244136333465576,3.2579636573791504,3.2584667205810547,3.2469098567962646,3.253166437149048,3.2638261318206787,3.2445685863494873,3.2525689601898193,3.2558271884918213,3.251176357269287,3.251863956451416,3.25478196144104,3.2435429096221924
5,3.251040458679199,3.253303050994873,3.2539291381835938,3.2552602291107178,3.256842613220215,3.261925220489502,3.2484922409057617,3.2502691745758057,3.258206605911255,3.2567996978759766,3.2581214904785156,3.2540414333343506,3.2494492530822754,3.259722948074341,3.2396535873413086,3.2542402744293213,3.249952554702759,3.2509267330169678,3.25333833694458,3.2503764629364014
6,3.2602615356445312,3.259251594543457,3.254086971282959,3.2447619438171387,3.2605578899383545,3.2573628425598145,3.2674593925476074,3.242321729660034,3.25065279006958,3.2538185119628906,3.2506682872772217,3.249190092086792,3.249788284301758,3.2451868057250977,3.248861074447632,3.245455026626587,3.245727777481079,3.25886607170105,3.2499213218688965,3.253890037536621
7,3.2537477016448975,3.253836154937744,3.2557032108306885,3.2459464073181152,3.245016098022461,3.2582385540008545,3.2569420337677,3.25137996673584,3.250601291656494,3.250840902328491,3.251148223876953,3.2509896755218506,3.2554283142089844,3.2568836212158203,3.2447240352630615,3.2443549633026123,3.2529969215393066,3.2591915130615234,3.263117790222168,3.2480905055999756
8,3.2499430179595947,3.258258819580078,3.261770486831665,3.2464253902435303,3.2542078495025635,3.2454257011413574,3.2624452114105225,3.2624971866607666,3.2571823596954346,3.2582156658172607,3.251471757888794,3.247986078262329,3.2573342323303223,3.254505157470703,3.257991313934326,3.2394607067108154,3.256371259689331,3.255460739135742,3.2566354274749756,3.2489678859710693
9,3.2601606845855713,3.2633612155914307,3.2586708068847656,3.264467477798462,3.2529923915863037,3.245741844177246,3.2488930225372314,3.259540557861328,3.2473397254943848,3.256396532058716,3.2528023719787598,3.244387149810791,3.2632293701171875,3.2475972175598145,3.25929594039917,3.249866247177124,3.258913040161133,3.251677989959717,3.254019021987915,3.250699996948242
10,3.2527778148651123,3.26101016998291,3.2478320598602295,3.2589809894561768,3.2497971057891846,3.246133327484131,3.2557737827301025,3.2606852054595947,3.2614710330963135,3.2572450637817383,3.248748540878296,3.248626708984375,3.2686288356781006,3.2509124279022217,3.2606475353240967,3.246760129928589,3.2527177333831787,3.242957830429077,3.2593445777893066,3.2511024475097656
