node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,32,PIPEDA,16,128,tier1_hospital,0.984,critical,50000
1,clinic_001,2000,tier_2,16,GDPR,4,256,tier2_hospital,0.961,high,10000
2,research_center_002,10000,tier_3,128,HIPAA,16,1024,research_center,0.982,high,20000
3,mobile_unit_003,500,tier_1,16,PIPEDA,2,64,mobile_unit,0.838,standard,2000
4,edge_device_004,50,tier_2,2,HIPAA,1,8,edge_device,0.732,critical,1000
5,hospital_005,2000,tier_1,64,GDPR,16,512,tier1_hospital,0.958,high,10000
6,clinic_006,2000,tier_2,16,GDPR,4,256,tier2_hospital,0.96,critical,10000
7,research_center_007,5000,tier_3,64,GDPR,16,512,research_center,0.983,high,100000
8,mobile_unit_008,100,tier_1,16,PIPEDA,2,64,mobile_unit,0.875,high,1000
9,edge_device_009,500,tier_2,4,local,1,16,edge_device,0.837,standard,500
10,hospital_010,2000,tier_1,32,GDPR,8,256,tier1_hospital,0.952,standard,10000
11,clinic_011,5000,tier_2,32,HIPAA,2,256,tier2_hospital,0.91,critical,10000
12,research_center_012,10000,tier_3,128,HIPAA,8,256,research_center,0.994,critical,20000
13,mobile_unit_013,1000,tier_1,4,GDPR,2,32,mobile_unit,0.847,standard,5000
14,edge_device_014,500,tier_2,8,HIPAA,1,8,edge_device,0.775,high,1000
15,hospital_015,5000,tier_1,128,local,4,128,tier1_hospital,0.952,standard,50000
16,clinic_016,2000,tier_2,16,PIPEDA,2,256,tier2_hospital,0.905,high,20000
17,research_center_017,20000,tier_3,256,GDPR,8,1024,research_center,0.984,high,100000
18,mobile_unit_018,100,tier_1,16,PIPEDA,1,16,mobile_unit,0.843,standard,5000
19,edge_device_019,50,tier_2,2,local,1,16,edge_device,0.801,high,2000
20,hospital_020,5000,tier_1,64,local,16,512,tier1_hospital,0.962,high,10000
21,clinic_021,2000,tier_2,16,GDPR,4,128,tier2_hospital,0.904,high,5000
22,research_center_022,5000,tier_3,256,GDPR,32,512,research_center,0.986,standard,20000
23,mobile_unit_023,1000,tier_1,4,local,1,64,mobile_unit,0.893,high,2000
24,edge_device_024,100,tier_2,4,PIPEDA,1,32,edge_device,0.706,standard,2000
