timestamp,round_num,total_clients,sampled_clients,num_sampled_clients,client_sampling_rate,actual_client_rate,data_sampling_rates,total_data_points,sampled_data_points,actual_data_rate
1753370879.185551,1,5,"[0, 2]",2,0.4,0.4,"{0: 1.0, 2: 1.0}",,,
1753370916.2659042,2,5,"[3, 1]",2,0.4,0.4,"{3: 1.0, 1: 1.0}",,,
1753370951.7706783,3,5,"[0, 2]",2,0.4,0.4,"{0: 1.0, 2: 1.0}",,,
1753370959.7956238,4,5,"[1, 2]",2,0.4,0.4,"{1: 1.0, 2: 1.0}",,,
1753370968.8258398,5,5,"[3, 2]",2,0.4,0.4,"{3: 1.0, 2: 1.0}",,,
1753370977.7810888,6,5,"[1, 4]",2,0.4,0.4,"{1: 1.0, 4: 1.0}",,,
1753371013.2201152,7,5,"[4, 3]",2,0.4,0.4,"{4: 1.0, 3: 1.0}",,,
1753371022.1089313,8,5,"[4, 0]",2,0.4,0.4,"{4: 1.0, 0: 1.0}",,,
1753371030.523614,9,5,"[4, 3]",2,0.4,0.4,"{4: 1.0, 3: 1.0}",,,
1753371039.6037056,10,5,"[3, 1]",2,0.4,0.4,"{3: 1.0, 1: 1.0}",,,
