node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,HIPAA,8,128,tier1_hospital,0.984,critical,50000
1,clinic_001,2000,tier_2,16,PIPEDA,2,256,tier2_hospital,0.911,high,10000
2,research_center_002,20000,tier_3,256,PIPEDA,16,256,research_center,0.995,critical,50000
3,mobile_unit_003,1000,tier_1,16,local,2,64,mobile_unit,0.809,critical,1000
4,edge_device_004,50,tier_2,8,GDPR,0,32,edge_device,0.727,high,500
5,hospital_005,10000,tier_1,128,HIPAA,4,256,tier1_hospital,0.968,critical,20000
6,clinic_006,5000,tier_2,16,HIPAA,4,64,tier2_hospital,0.932,critical,20000
7,research_center_007,5000,tier_3,64,local,16,256,research_center,0.998,standard,50000
8,mobile_unit_008,500,tier_1,16,HIPAA,1,64,mobile_unit,0.79,standard,5000
9,edge_device_009,100,tier_2,8,GDPR,0,16,edge_device,0.89,critical,1000
