node_id,latitude,longitude
0,44.025225,-92.45844
1,39.318392,-76.651875
2,37.422136,-122.099022
3,42.337324,-71.029263
4,34.020927,-118.231775
5,51.552576,-0.098811
6,48.826485,2.346311
7,35.703857,139.675438
8,1.343001,103.857799
9,-33.841121,151.171583
10,43.988752,-92.492234
11,39.270386,-76.597594
12,37.415084,-122.187019
13,42.404272,-71.099846
14,34.065958,-118.282708
15,51.457854,-0.137722
16,48.856751,2.317385
17,35.694965,139.628104
18,1.389226,103.772785
19,-33.918207,151.163439
