node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,regional,ISO27001,Rochester,USA,radiology,1973,research_grant,mayo_clinic,tier1_hospital,north_america,2734,America/Chicago
1,international,FedRAMP,Baltimore,USA,oncology,1971,mixed,johns_hopkins,tier2_hospital,europe,487,America/New_York
2,international,ISO27001,Palo Alto,USA,cardiology,2017,private,stanford_med,research_center,asia_pacific,2114,America/Los_Angeles
3,local,SOC2,Boston,USA,neurology,1961,research_grant,mass_general,mobile_unit,south_america,4943,America/New_York
4,international,SOC2,Los Angeles,USA,pathology,2018,private,ucla_health,edge_device,africa,1614,America/Los_Angeles
5,international,FedRAMP,London,UK,radiology,1951,research_grant,mayo_clinic,tier1_hospital,north_america,982,Europe/London
6,national,HIPAA_compliant,Paris,France,oncology,2014,public,johns_hopkins,tier2_hospital,europe,4044,Europe/Paris
7,regional,SOC2,Tokyo,Japan,cardiology,1991,public,stanford_med,research_center,asia_pacific,3468,Asia/Tokyo
8,national,HIPAA_compliant,Singapore,Singapore,neurology,1996,public,mass_general,mobile_unit,south_america,652,Asia/Singapore
9,national,ISO27001,Sydney,Australia,pathology,1967,research_grant,ucla_health,edge_device,africa,4584,Australia/Sydney
10,international,FedRAMP,Rochester,USA,radiology,1983,research_grant,mayo_clinic,tier1_hospital,north_america,407,America/Chicago
11,national,FedRAMP,Baltimore,USA,oncology,2008,private,johns_hopkins,tier2_hospital,europe,4724,America/New_York
12,local,HIPAA_compliant,Palo Alto,USA,cardiology,1967,research_grant,stanford_med,research_center,asia_pacific,1339,America/Los_Angeles
13,national,SOC2,Boston,USA,neurology,1956,research_grant,mass_general,mobile_unit,south_america,2810,America/New_York
14,national,HIPAA_compliant,Los Angeles,USA,pathology,1970,private,ucla_health,edge_device,africa,1602,America/Los_Angeles
15,regional,SOC2,London,UK,radiology,2015,public,mayo_clinic,tier1_hospital,north_america,772,Europe/London
16,local,SOC2,Paris,France,oncology,2012,research_grant,johns_hopkins,tier2_hospital,europe,1760,Europe/Paris
17,local,ISO27001,Tokyo,Japan,cardiology,1956,research_grant,stanford_med,research_center,asia_pacific,3185,Asia/Tokyo
18,national,HIPAA_compliant,Singapore,Singapore,neurology,2004,mixed,mass_general,mobile_unit,south_america,1295,Asia/Singapore
19,local,ISO27001,Sydney,Australia,pathology,2008,private,ucla_health,edge_device,africa,2242,Australia/Sydney
