edge,weight
0-1,435.2
0-2,83.99
0-3,2164.11
0-4,528.35
0-5,1059.53
0-6,2095.52
0-7,426.26
0-8,4094.88
0-9,575.91
1-2,986.68
1-3,4012.52
1-4,92.34
1-5,491.8
1-6,457.29
1-7,2192.24
1-8,2040.87
1-9,811.66
2-3,96.12
2-4,873.12
2-5,417.41
2-6,1144.9
2-7,4376.17
2-8,1773.32
2-9,5340.12
3-4,105.77
3-5,449.89
3-6,2255.08
3-7,4899.29
3-8,403.64
3-9,541.65
4-5,475.61
4-6,567.26
4-7,110.49
4-8,96.43
4-9,547.63
5-6,4176.4
5-7,420.91
5-8,92.01
5-9,591.68
6-7,102.21
6-8,2210.65
6-9,2152.58
7-8,2085.63
7-9,597.05
8-9,501.16
