node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.016361,-92.479568,north_america,America/Chicago
1,Baltimore,USA,39.320266,-76.595613,europe,America/New_York
2,Palo Alto,USA,37.447289,-122.116057,asia_pacific,America/Los_Angeles
3,Boston,USA,42.370473,-71.074568,south_america,America/New_York
4,Los Angeles,USA,34.061301,-118.239744,africa,America/Los_Angeles
5,London,UK,51.481277,-0.085583,north_america,Europe/London
6,Paris,France,48.848638,2.339096,europe,Europe/Paris
7,Tokyo,Japan,35.71771,139.676608,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.306136,103.785713,south_america,Asia/Singapore
9,Sydney,Australia,-33.851098,151.21427,africa,Australia/Sydney
10,Rochester,USA,44.019025,-92.476312,north_america,America/Chicago
11,Baltimore,USA,39.284578,-76.572021,europe,America/New_York
12,Palo Alto,USA,37.490429,-122.173117,asia_pacific,America/Los_Angeles
13,Boston,USA,42.333424,-71.063183,south_america,America/New_York
14,Los Angeles,USA,34.050624,-118.221834,africa,America/Los_Angeles
15,London,UK,51.545516,-0.155574,north_america,Europe/London
16,Paris,France,48.899045,2.399188,europe,Europe/Paris
17,Tokyo,Japan,35.640864,139.660808,asia_pacific,Asia/Tokyo
18,Singapore,Singapore,1.347171,103.810266,south_america,Asia/Singapore
19,Sydney,Australia,-33.877796,151.2338,africa,Australia/Sydney
