node_id,latitude,longitude
0,44.048085,-92.492445
1,39.315129,-76.640719
2,37.396821,-122.176316
3,42.351617,-71.0802
4,34.026728,-118.293159
5,51.552142,-0.116117
6,48.812801,2.362861
7,35.723507,139.652283
8,1.302885,103.824734
9,-33.898699,151.256105
10,44.020022,-92.483587
11,39.28406,-76.601481
12,37.468033,-122.149784
13,42.343068,-71.028356
14,34.085032,-118.259242
15,51.533614,-0.159548
16,48.841221,2.307867
17,35.719957,139.640517
18,1.302395,103.838114
19,-33.887554,151.228221
