node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,local,ISO27001,radiology,1967,mixed,mayo_clinic,tier1_hospital,848
1,national,SOC2,oncology,1963,public,johns_hopkins,tier2_hospital,2531
2,international,ISO27001,cardiology,2012,private,stanford_med,research_center,2946
3,national,FedRAMP,neurology,1989,mixed,mass_general,mobile_unit,4666
4,local,HIPAA_compliant,pathology,1974,research_grant,ucla_health,edge_device,1007
5,national,FedRAMP,radiology,1961,private,mayo_clinic,tier1_hospital,3154
6,local,SOC2,oncology,1967,private,johns_hopkins,tier2_hospital,1228
7,local,HIPAA_compliant,cardiology,1969,mixed,stanford_med,research_center,3869
8,national,FedRAMP,neurology,1975,private,mass_general,mobile_unit,1580
9,regional,SOC2,pathology,1989,research_grant,ucla_health,edge_device,4589
10,international,FedRAMP,radiology,1961,public,mayo_clinic,tier1_hospital,890
11,local,FedRAMP,oncology,1993,research_grant,johns_hopkins,tier2_hospital,3673
12,international,SOC2,cardiology,1996,mixed,stanford_med,research_center,2813
13,local,FedRAMP,neurology,1974,private,mass_general,mobile_unit,3818
14,local,FedRAMP,pathology,1983,mixed,ucla_health,edge_device,2687
15,national,FedRAMP,radiology,1959,research_grant,mayo_clinic,tier1_hospital,4621
16,national,HIPAA_compliant,oncology,2012,public,johns_hopkins,tier2_hospital,3055
17,national,HIPAA_compliant,cardiology,1994,public,stanford_med,research_center,1167
18,regional,ISO27001,neurology,1958,research_grant,mass_general,mobile_unit,1124
19,regional,FedRAMP,pathology,1987,mixed,ucla_health,edge_device,4571
20,international,ISO27001,radiology,1953,public,mayo_clinic,tier1_hospital,3234
21,local,ISO27001,oncology,1960,public,johns_hopkins,tier2_hospital,1632
22,international,ISO27001,cardiology,1952,research_grant,stanford_med,research_center,4063
23,international,FedRAMP,neurology,1976,public,mass_general,mobile_unit,2414
24,local,ISO27001,pathology,1971,mixed,ucla_health,edge_device,348
25,international,SOC2,radiology,1986,research_grant,mayo_clinic,tier1_hospital,2365
26,international,SOC2,oncology,1991,private,johns_hopkins,tier2_hospital,4219
27,international,SOC2,cardiology,1976,private,stanford_med,research_center,2983
28,international,FedRAMP,neurology,1962,research_grant,mass_general,mobile_unit,3011
29,international,HIPAA_compliant,pathology,2020,research_grant,ucla_health,edge_device,3114
