node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,HIPAA,4,256,tier1_hospital,0.99,standard,10000
1,clinic_001,1000,tier_2,64,local,2,256,tier2_hospital,0.942,high,10000
2,research_center_002,5000,tier_3,256,PIPEDA,16,1024,research_center,0.993,standard,20000
3,mobile_unit_003,500,tier_1,4,GDPR,2,32,mobile_unit,0.898,critical,2000
4,edge_device_004,500,tier_2,4,HIPAA,1,8,edge_device,0.811,critical,2000
5,hospital_005,10000,tier_1,128,PIPEDA,4,512,tier1_hospital,0.963,critical,10000
6,clinic_006,2000,tier_2,32,HIPAA,4,64,tier2_hospital,0.96,standard,5000
7,research_center_007,5000,tier_3,64,PIPEDA,8,512,research_center,0.983,high,100000
8,mobile_unit_008,100,tier_1,4,PIPEDA,1,16,mobile_unit,0.762,critical,5000
9,edge_device_009,500,tier_2,8,local,1,16,edge_device,0.894,standard,1000
10,hospital_010,10000,tier_1,64,GDPR,4,256,tier1_hospital,0.974,critical,50000
11,clinic_011,5000,tier_2,16,GDPR,2,128,tier2_hospital,0.924,standard,20000
12,research_center_012,5000,tier_3,64,GDPR,8,1024,research_center,0.998,high,50000
13,mobile_unit_013,1000,tier_1,8,local,1,32,mobile_unit,0.798,standard,5000
14,edge_device_014,500,tier_2,2,PIPEDA,1,32,edge_device,0.884,high,2000
