node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,regional,HIPAA_compliant,radiology,2014,public,mayo_clinic,tier1_hospital,4360
1,local,SOC2,oncology,1981,public,johns_hopkins,tier2_hospital,2118
2,regional,ISO27001,cardiology,1975,research_grant,stanford_med,research_center,4568
3,international,FedRAMP,neurology,1983,public,mass_general,mobile_unit,2893
4,local,ISO27001,pathology,2011,mixed,ucla_health,edge_device,3917
5,international,SOC2,radiology,1987,public,mayo_clinic,tier1_hospital,3096
6,national,ISO27001,oncology,1990,private,johns_hopkins,tier2_hospital,3641
7,regional,FedRAMP,cardiology,1996,public,stanford_med,research_center,4565
8,international,FedRAMP,neurology,1976,research_grant,mass_general,mobile_unit,1024
9,national,FedRAMP,pathology,1982,research_grant,ucla_health,edge_device,1416
