node_id,latitude,longitude
0,44.044149,-92.516909
1,39.248213,-76.645471
2,37.46012,-122.1687
3,42.403659,-71.021729
4,34.049729,-118.276231
5,51.533368,-0.175093
6,48.857341,2.3512
7,35.631258,139.67631
8,1.307507,103.865264
9,-33.874355,151.169242
10,44.023698,-92.501804
11,39.245916,-76.658987
12,37.461572,-122.174427
13,42.388459,-71.021797
14,34.008129,-118.216908
15,51.531515,-0.171751
16,48.833026,2.340755
17,35.686334,139.681938
18,1.338231,103.792076
19,-33.834506,151.164114
