activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1753353984.5159762,3
aggregation,,True,,,1,FedAvg,1753354004.8011422,
model_update,,,,5.206416453777792,1,,1753354005.1116343,
local_training,,,{},,2,,1753354005.9822314,3
aggregation,,True,,,2,FedAvg,1753354022.3462565,
model_update,,,,3.1183695959569206,2,,1753354022.6468337,
local_training,,,{},,3,,1753354023.6148417,3
aggregation,,True,,,3,FedAvg,1753354035.9451315,
model_update,,,,2.6795365284268144,3,,1753354036.2428162,
local_training,,,{},,4,,1753354037.1425622,3
aggregation,,True,,,4,FedAvg,1753354041.4222739,
model_update,,,,2.7818708736637814,4,,1753354041.7221107,
local_training,,,{},,5,,1753354042.6822307,3
aggregation,,True,,,5,FedAvg,1753354046.5402899,
model_update,,,,2.8354595962539406,5,,1753354046.828859,
local_training,,,{},,6,,1753354047.7653363,3
aggregation,,True,,,6,FedAvg,1753354051.5836663,
model_update,,,,2.6269741701941904,6,,1753354051.8852508,
local_training,,,{},,7,,1753354052.9079542,3
aggregation,,True,,,7,FedAvg,1753354056.9571757,
model_update,,,,2.7839754272004265,7,,1753354057.2511265,
local_training,,,{},,8,,1753354058.2437105,3
aggregation,,True,,,8,FedAvg,1753354062.5047982,
model_update,,,,2.7350973417361333,8,,1753354062.7934456,
local_training,,,{},,9,,1753354063.8526351,3
aggregation,,True,,,9,FedAvg,1753354068.3143818,
model_update,,,,2.7885362123819166,9,,1753354068.6047692,
local_training,,,{},,10,,1753354069.7410326,3
aggregation,,True,,,10,FedAvg,1753354073.7100239,
model_update,,,,2.7248253300413094,10,,1753354074.0007021,
