node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,local,SOC2,Rochester,USA,radiology,1956,research_grant,mayo_clinic,tier1_hospital,north_america,625,America/Chicago
1,national,HIPAA_compliant,Baltimore,USA,oncology,2009,public,johns_hopkins,tier2_hospital,europe,4741,America/New_York
2,international,HIPAA_compliant,Palo Alto,USA,cardiology,2004,mixed,stanford_med,research_center,asia_pacific,207,America/Los_Angeles
3,regional,SOC2,Boston,USA,neurology,1967,research_grant,mass_general,mobile_unit,south_america,880,America/New_York
4,local,FedRAMP,Los Angeles,USA,pathology,1964,mixed,ucla_health,edge_device,africa,2282,America/Los_Angeles
5,local,SOC2,London,UK,radiology,2006,private,mayo_clinic,tier1_hospital,north_america,3958,Europe/London
6,national,FedRAMP,Paris,France,oncology,1970,private,johns_hopkins,tier2_hospital,europe,1888,Europe/Paris
7,national,HIPAA_compliant,Tokyo,Japan,cardiology,1966,mixed,stanford_med,research_center,asia_pacific,1591,Asia/Tokyo
8,local,HIPAA_compliant,Singapore,Singapore,neurology,1957,private,mass_general,mobile_unit,south_america,1094,Asia/Singapore
9,regional,FedRAMP,Sydney,Australia,pathology,2012,public,ucla_health,edge_device,africa,4187,Australia/Sydney
10,regional,FedRAMP,Rochester,USA,radiology,1952,private,mayo_clinic,tier1_hospital,north_america,2317,America/Chicago
11,national,SOC2,Baltimore,USA,oncology,1969,public,johns_hopkins,tier2_hospital,europe,1565,America/New_York
12,local,SOC2,Palo Alto,USA,cardiology,2016,private,stanford_med,research_center,asia_pacific,2252,America/Los_Angeles
13,local,SOC2,Boston,USA,neurology,2011,public,mass_general,mobile_unit,south_america,1832,America/New_York
14,regional,SOC2,Los Angeles,USA,pathology,1985,private,ucla_health,edge_device,africa,2592,America/Los_Angeles
15,local,FedRAMP,London,UK,radiology,1962,research_grant,mayo_clinic,tier1_hospital,north_america,1703,Europe/London
16,regional,FedRAMP,Paris,France,oncology,1953,mixed,johns_hopkins,tier2_hospital,europe,1058,Europe/Paris
17,national,FedRAMP,Tokyo,Japan,cardiology,1972,mixed,stanford_med,research_center,asia_pacific,4351,Asia/Tokyo
18,regional,SOC2,Singapore,Singapore,neurology,1979,mixed,mass_general,mobile_unit,south_america,2710,Asia/Singapore
19,national,FedRAMP,Sydney,Australia,pathology,1973,public,ucla_health,edge_device,africa,4819,Australia/Sydney
