node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,32,PIPEDA,8,256,tier1_hospital,0.975,critical,20000
1,clinic_001,1000,tier_2,32,local,2,256,tier2_hospital,0.913,critical,20000
2,research_center_002,10000,tier_3,64,PIPEDA,8,512,research_center,0.981,critical,20000
3,mobile_unit_003,500,tier_1,16,local,1,64,mobile_unit,0.838,critical,5000
4,edge_device_004,500,tier_2,2,PIPEDA,0,32,edge_device,0.843,standard,2000
5,hospital_005,5000,tier_1,128,HIPAA,8,512,tier1_hospital,0.981,standard,10000
6,clinic_006,5000,tier_2,16,HIPAA,4,64,tier2_hospital,0.967,standard,5000
7,research_center_007,10000,tier_3,256,HIPAA,32,512,research_center,0.989,standard,20000
8,mobile_unit_008,1000,tier_1,16,GDPR,2,16,mobile_unit,0.797,high,2000
9,edge_device_009,50,tier_2,8,HIPAA,0,16,edge_device,0.773,high,2000
