edge,weight
0-1,1008.19
0-2,2058.89
0-3,1198.33
0-4,105.26
0-5,566.59
0-6,1912.76
0-7,534.64
0-8,482.03
0-9,440.22
0-10,1781.72
0-11,101.21
0-12,4264.2
0-13,1811.83
0-14,1806.98
1-2,515.65
1-3,5578.68
1-4,413.29
1-5,106.86
1-6,939.04
1-7,2229.43
1-8,1683.18
1-9,482.86
1-10,5812.44
1-11,507.75
1-12,93.71
1-13,998.39
1-14,5119.56
2-3,5140.53
2-4,427.13
2-5,473.71
2-6,446.09
2-7,482.9
2-8,1740.58
2-9,1153.51
2-10,116.77
2-11,1755.02
2-12,4283.46
2-13,556.23
2-14,119.9
3-4,585.94
3-5,5124.57
3-6,493.01
3-7,475.31
3-8,5454.85
3-9,471.01
3-10,5291.34
3-11,114.78
3-12,4574.68
3-13,5650.25
3-14,107.71
4-5,1072.28
4-6,539.54
4-7,1174.42
4-8,813.55
4-9,1650.33
4-10,928.96
4-11,581.35
4-12,5080.57
4-13,523.46
4-14,110.78
5-6,4134.9
5-7,99.55
5-8,426.83
5-9,84.79
5-10,948.41
5-11,4053.78
5-12,2089.28
5-13,834.92
5-14,586.1
6-7,422.28
6-8,1740.5
6-9,2055.14
6-10,521.3
6-11,456.93
6-12,2067.83
6-13,834.35
6-14,5952.72
7-8,81.04
7-9,1797.9
7-10,994.7
7-11,109.42
7-12,1171.66
7-13,2164.35
7-14,889.53
8-9,116.61
8-10,586.3
8-11,470.46
8-12,81.32
8-13,562.48
8-14,501.24
9-10,4279.86
9-11,5458.53
9-12,587.89
9-13,471.17
9-14,96.7
10-11,5897.92
10-12,2317.86
10-13,2317.18
10-14,5679.23
11-12,1032.46
11-13,80.1
11-14,5324.84
12-13,4907.5
12-14,586.48
13-14,462.93
