node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.058818,-92.446755,north_america,America/Chicago
1,Baltimore,USA,39.260981,-76.570829,europe,America/New_York
2,Palo Alto,USA,37.48462,-122.14994,asia_pacific,America/Los_Angeles
3,Boston,USA,42.330553,-71.102563,south_america,America/New_York
4,Los Angeles,USA,34.017221,-118.23292,africa,America/Los_Angeles
5,London,UK,51.529451,-0.156215,north_america,Europe/London
6,Paris,France,48.883727,2.340795,europe,Europe/Paris
7,Tokyo,Japan,35.662963,139.664709,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.374087,103.790428,south_america,Asia/Singapore
9,Sydney,Australia,-33.83777,151.243418,africa,Australia/Sydney
10,Rochester,USA,44.026102,-92.431883,north_america,America/Chicago
11,Baltimore,USA,39.252902,-76.570691,europe,America/New_York
12,Palo Alto,USA,37.451515,-122.137677,asia_pacific,America/Los_Angeles
13,Boston,USA,42.328271,-71.017787,south_america,America/New_York
14,Los Angeles,USA,34.08388,-118.232793,africa,America/Los_Angeles
15,London,UK,51.518529,-0.089508,north_america,Europe/London
16,Paris,France,48.897675,2.38629,europe,Europe/Paris
17,Tokyo,Japan,35.664837,139.649372,asia_pacific,Asia/Tokyo
18,Singapore,Singapore,1.332531,103.776612,south_america,Asia/Singapore
19,Sydney,Australia,-33.904113,151.250426,africa,Australia/Sydney
