edge,weight
0-1,574.02
0-2,1017.07
0-3,5816.42
0-4,4407.09
0-5,82.24
0-6,84.47
0-7,5681.61
0-8,437.58
0-9,4391.81
1-2,2398.98
1-3,537.45
1-4,521.84
1-5,5348.68
1-6,422.87
1-7,116.67
1-8,4068.19
1-9,432.65
2-3,1840.78
2-4,476.81
2-5,949.74
2-6,4125.8
2-7,1163.98
2-8,820.1
2-9,1145.62
3-4,115.76
3-5,2377.47
3-6,5840.04
3-7,101.06
3-8,1069.46
3-9,5684.3
4-5,82.12
4-6,5607.6
4-7,1829.72
4-8,581.3
4-9,534.48
5-6,1871.49
5-7,1691.09
5-8,889.77
5-9,81.18
6-7,5930.16
6-8,4742.97
6-9,1678.1
7-8,1758.71
7-9,4600.29
8-9,492.62
