timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753391862.0227323,1,-1,training,25.462087154388428,0,0,0,
1753391885.530867,2,-1,training,20.79128932952881,0,0,0,
1753391911.402844,3,-1,training,23.090306758880615,0,0,0,
1753391931.7158136,4,-1,training,17.61563992500305,0,0,0,
1753391938.355552,5,-1,training,3.788012742996216,0,0,0,
1753391961.9164832,6,-1,training,20.86092734336853,0,0,0,
1753391970.531536,7,-1,training,5.83791971206665,0,0,0,
1753391990.2239687,8,-1,training,16.76243019104004,0,0,0,
1753391998.7504933,9,-1,training,5.6769678592681885,0,0,0,
1753392005.4698882,10,-1,training,3.742419481277466,0,0,0,
