node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.038981,-92.477252,north_america,America/Chicago
1,Baltimore,USA,39.291098,-76.641059,europe,America/New_York
2,Palo Alto,USA,37.457347,-122.129445,asia_pacific,America/Los_Angeles
3,Boston,USA,42.368487,-71.022173,south_america,America/New_York
4,Los Angeles,USA,34.035948,-118.217391,africa,America/Los_Angeles
5,London,UK,51.521158,-0.164338,north_america,Europe/London
6,Paris,France,48.831912,2.37145,europe,Europe/Paris
7,Tokyo,Japan,35.673688,139.629688,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.337463,103.799756,south_america,Asia/Singapore
9,Sydney,Australia,-33.916384,151.196145,africa,Australia/Sydney
10,Rochester,USA,43.99849,-92.451171,north_america,America/Chicago
11,Baltimore,USA,39.296544,-76.576745,europe,America/New_York
12,Palo Alto,USA,37.488222,-122.163884,asia_pacific,America/Los_Angeles
13,Boston,USA,42.367652,-71.066387,south_america,America/New_York
14,Los Angeles,USA,34.034166,-118.287658,africa,America/Los_Angeles
15,London,UK,51.53896,-0.104105,north_america,Europe/London
16,Paris,France,48.868712,2.331416,europe,Europe/Paris
17,Tokyo,Japan,35.684891,139.608359,asia_pacific,Asia/Tokyo
18,Singapore,Singapore,1.364664,103.785206,south_america,Asia/Singapore
19,Sydney,Australia,-33.82249,151.177755,africa,Australia/Sydney
20,Rochester,USA,44.043332,-92.479579,north_america,America/Chicago
21,Baltimore,USA,39.320644,-76.571037,europe,America/New_York
22,Palo Alto,USA,37.448385,-122.160765,asia_pacific,America/Los_Angeles
23,Boston,USA,42.344271,-71.085045,south_america,America/New_York
24,Los Angeles,USA,34.05977,-118.261153,africa,America/Los_Angeles
25,London,UK,51.543588,-0.148675,north_america,Europe/London
26,Paris,France,48.89926,2.392609,europe,Europe/Paris
27,Tokyo,Japan,35.691788,139.646433,asia_pacific,Asia/Tokyo
28,Singapore,Singapore,1.372979,103.791981,south_america,Asia/Singapore
29,Sydney,Australia,-33.823948,151.179742,africa,Australia/Sydney
