node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.066132,-92.451488,north_america,America/Chicago
1,Baltimore,USA,39.290847,-76.603132,europe,America/New_York
2,Palo Alto,USA,37.429478,-122.120823,asia_pacific,America/Los_Angeles
3,Boston,USA,42.313959,-71.020289,south_america,America/New_York
4,Los Angeles,USA,34.031678,-118.287608,africa,America/Los_Angeles
5,London,UK,51.475461,-0.173375,north_america,Europe/London
6,Paris,France,48.815173,2.364081,europe,Europe/Paris
7,Tokyo,Japan,35.713647,139.64863,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.358259,103.78676,south_america,Asia/Singapore
9,Sydney,Australia,-33.916247,151.226369,africa,Australia/Sydney
