edge,weight
0-1,417.02
0-2,415.28
0-3,112.54
0-4,81.35
0-5,5458.45
0-6,1179.9
0-7,4939.94
0-8,105.24
0-9,1146.29
1-2,557.41
1-3,1714.78
1-4,1755.8
1-5,105.7
1-6,1882.17
1-7,107.83
1-8,573.24
1-9,1857.79
2-3,84.27
2-4,1028.99
2-5,5125.24
2-6,2093.91
2-7,1842.03
2-8,1668.54
2-9,112.95
3-4,977.55
3-5,874.59
3-6,831.07
3-7,4142.46
3-8,105.28
3-9,4450.88
4-5,5745.96
4-6,5337.8
4-7,102.66
4-8,568.84
4-9,800.87
5-6,2084.61
5-7,1852.19
5-8,108.68
5-9,445.7
6-7,90.08
6-8,105.5
6-9,1000.91
7-8,5060.82
7-9,1732.13
8-9,449.72
