node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.048609,-92.499639,north_america,America/Chicago
1,Baltimore,USA,39.317913,-76.590247,europe,America/New_York
2,Palo Alto,USA,37.417455,-122.170525,asia_pacific,America/Los_Angeles
3,Boston,USA,42.322511,-71.107327,south_america,America/New_York
4,Los Angeles,USA,34.096837,-118.224309,africa,America/Los_Angeles
5,London,UK,51.547959,-0.146341,north_america,Europe/London
6,Paris,France,48.850589,2.339738,europe,Europe/Paris
7,Tokyo,Japan,35.647851,139.641358,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.390874,103.852015,south_america,Asia/Singapore
9,Sydney,Australia,-33.885875,151.187321,africa,Australia/Sydney
10,Rochester,USA,43.989418,-92.5133,north_america,America/Chicago
11,Baltimore,USA,39.322148,-76.635403,europe,America/New_York
12,Palo Alto,USA,37.398655,-122.101135,asia_pacific,America/Los_Angeles
13,Boston,USA,42.336883,-71.068565,south_america,America/New_York
14,Los Angeles,USA,34.023471,-118.259072,africa,America/Los_Angeles
