node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,64,HIPAA,16,256,tier1_hospital,0.982,critical,10000
1,clinic_001,5000,tier_2,64,GDPR,8,128,tier2_hospital,0.968,high,20000
2,research_center_002,20000,tier_3,128,HIPAA,8,512,research_center,0.998,high,100000
3,mobile_unit_003,1000,tier_1,4,HIPAA,1,32,mobile_unit,0.806,standard,2000
4,edge_device_004,500,tier_2,4,GDPR,0,8,edge_device,0.852,standard,2000
5,hospital_005,5000,tier_1,64,GDPR,4,256,tier1_hospital,0.989,high,50000
6,clinic_006,2000,tier_2,64,HIPAA,4,256,tier2_hospital,0.91,standard,10000
7,research_center_007,20000,tier_3,64,HIPAA,8,512,research_center,0.999,critical,50000
8,mobile_unit_008,500,tier_1,16,PIPEDA,2,32,mobile_unit,0.841,high,1000
9,edge_device_009,100,tier_2,4,PIPEDA,0,16,edge_device,0.873,standard,2000
10,hospital_010,10000,tier_1,32,HIPAA,8,256,tier1_hospital,0.979,high,20000
11,clinic_011,1000,tier_2,32,PIPEDA,8,64,tier2_hospital,0.939,critical,5000
12,research_center_012,10000,tier_3,64,local,16,256,research_center,0.981,critical,50000
13,mobile_unit_013,1000,tier_1,8,PIPEDA,1,16,mobile_unit,0.765,critical,2000
14,edge_device_014,100,tier_2,4,local,0,16,edge_device,0.702,critical,2000
15,hospital_015,5000,tier_1,128,HIPAA,8,128,tier1_hospital,0.968,high,50000
16,clinic_016,2000,tier_2,32,GDPR,8,64,tier2_hospital,0.966,high,10000
17,research_center_017,5000,tier_3,256,PIPEDA,32,256,research_center,0.999,critical,20000
18,mobile_unit_018,1000,tier_1,16,local,2,32,mobile_unit,0.833,critical,1000
19,edge_device_019,50,tier_2,8,PIPEDA,0,32,edge_device,0.717,high,500
