node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,international,ISO27001,Rochester,USA,radiology,2008,research_grant,mayo_clinic,tier1_hospital,north_america,3253,America/Chicago
1,national,ISO27001,Baltimore,USA,oncology,1980,public,johns_hopkins,tier2_hospital,europe,649,America/New_York
2,international,HIPAA_compliant,Palo Alto,USA,cardiology,2015,private,stanford_med,research_center,asia_pacific,1680,America/Los_Angeles
3,regional,ISO27001,Boston,USA,neurology,1954,research_grant,mass_general,mobile_unit,south_america,2711,America/New_York
4,international,HIPAA_compliant,Los Angeles,USA,pathology,2005,public,ucla_health,edge_device,africa,1205,America/Los_Angeles
5,national,HIPAA_compliant,London,UK,radiology,1968,research_grant,mayo_clinic,tier1_hospital,north_america,3163,Europe/London
6,international,SOC2,Paris,France,oncology,1951,research_grant,johns_hopkins,tier2_hospital,europe,4788,Europe/Paris
7,local,ISO27001,Tokyo,Japan,cardiology,1979,research_grant,stanford_med,research_center,asia_pacific,4888,Asia/Tokyo
8,regional,SOC2,Singapore,Singapore,neurology,1999,private,mass_general,mobile_unit,south_america,843,Asia/Singapore
9,regional,HIPAA_compliant,Sydney,Australia,pathology,1997,research_grant,ucla_health,edge_device,africa,3393,Australia/Sydney
