round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9
1,3.2157199382781982,3.2157199382781982,3.218547821044922,3.2157199382781982,3.2157199382781982,3.2157199382781982,3.2158868312835693,3.2157199382781982,3.2157199382781982,3.2157199382781982
2,3.2019519805908203,3.2155404090881348,3.2155232429504395,3.2156789302825928,3.2157039642333984,3.2134311199188232,3.213045597076416,3.214374303817749,3.22592830657959,3.21553897857666
3,3.2075674533843994,3.211887836456299,3.2055087089538574,3.2154791355133057,3.2146055698394775,3.213434934616089,3.2077548503875732,3.215578079223633,3.2194385528564453,3.2123348712921143
4,3.209724187850952,3.2098987102508545,3.2118213176727295,3.2146499156951904,3.214078903198242,3.210987091064453,3.2094128131866455,3.2107789516448975,3.2167575359344482,3.2190442085266113
5,3.2247140407562256,3.2102081775665283,3.2124433517456055,3.2141175270080566,3.212857961654663,3.2297003269195557,3.2085297107696533,3.211493730545044,3.2149558067321777,3.212747812271118
6,3.218597173690796,3.2122879028320312,3.222083568572998,3.2134668827056885,3.2158424854278564,3.2165372371673584,3.211503505706787,3.212599992752075,3.213940382003784,3.2134549617767334
7,3.213838815689087,3.213890552520752,3.2143566608428955,3.2140512466430664,3.215008020401001,3.2142550945281982,3.199758768081665,3.2127740383148193,3.213510751724243,3.222377061843872
8,3.2148914337158203,3.214284896850586,3.2139694690704346,3.214233160018921,3.2332239151000977,3.208836793899536,3.203071355819702,3.210419178009033,3.213991165161133,3.2149970531463623
9,3.21850323677063,3.2142765522003174,3.213986396789551,3.2183713912963867,3.2172892093658447,3.2082767486572266,3.2060368061065674,3.2104897499084473,3.2292397022247314,3.2136850357055664
10,3.214825391769409,3.214266777038574,3.215496063232422,3.2322988510131836,3.213914155960083,3.2090723514556885,3.2080469131469727,3.217913866043091,3.2234480381011963,3.2161946296691895
