node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,local,8,256,tier1_hospital,0.964,high,20000
1,clinic_001,1000,tier_2,32,PIPEDA,4,256,tier2_hospital,0.922,critical,10000
2,research_center_002,10000,tier_3,64,HIPAA,32,256,research_center,0.998,high,20000
3,mobile_unit_003,1000,tier_1,16,HIPAA,1,32,mobile_unit,0.884,critical,2000
4,edge_device_004,500,tier_2,8,HIPAA,1,8,edge_device,0.874,critical,2000
5,hospital_005,2000,tier_1,128,PIPEDA,4,128,tier1_hospital,0.988,standard,50000
6,clinic_006,2000,tier_2,32,local,2,256,tier2_hospital,0.921,critical,10000
7,research_center_007,5000,tier_3,64,GDPR,32,1024,research_center,0.993,critical,100000
8,mobile_unit_008,1000,tier_1,4,local,1,16,mobile_unit,0.821,standard,2000
9,edge_device_009,100,tier_2,4,GDPR,0,8,edge_device,0.875,critical,500
10,hospital_010,10000,tier_1,32,local,8,512,tier1_hospital,0.971,critical,20000
11,clinic_011,1000,tier_2,32,HIPAA,8,128,tier2_hospital,0.93,high,5000
12,research_center_012,5000,tier_3,256,HIPAA,8,1024,research_center,0.994,standard,100000
13,mobile_unit_013,100,tier_1,4,local,1,32,mobile_unit,0.893,critical,2000
14,edge_device_014,100,tier_2,4,local,0,8,edge_device,0.738,high,2000
15,hospital_015,5000,tier_1,32,HIPAA,4,256,tier1_hospital,0.95,high,50000
16,clinic_016,5000,tier_2,16,GDPR,4,64,tier2_hospital,0.971,standard,20000
17,research_center_017,20000,tier_3,128,HIPAA,16,1024,research_center,0.986,critical,100000
18,mobile_unit_018,100,tier_1,16,PIPEDA,2,16,mobile_unit,0.867,standard,2000
19,edge_device_019,50,tier_2,4,HIPAA,1,8,edge_device,0.809,high,500
20,hospital_020,2000,tier_1,64,GDPR,4,128,tier1_hospital,0.983,high,10000
21,clinic_021,5000,tier_2,64,PIPEDA,2,64,tier2_hospital,0.951,critical,5000
22,research_center_022,20000,tier_3,256,PIPEDA,16,256,research_center,0.993,high,20000
23,mobile_unit_023,500,tier_1,4,PIPEDA,2,32,mobile_unit,0.85,standard,2000
24,edge_device_024,500,tier_2,2,local,1,32,edge_device,0.9,high,1000
