node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,64,PIPEDA,16,128,tier1_hospital,0.998,critical,50000
1,clinic_001,2000,tier_2,32,HIPAA,4,64,tier2_hospital,0.91,critical,20000
2,research_center_002,5000,tier_3,128,GDPR,16,512,research_center,0.988,standard,50000
3,mobile_unit_003,500,tier_1,4,PIPEDA,2,32,mobile_unit,0.828,critical,1000
4,edge_device_004,500,tier_2,4,local,1,16,edge_device,0.786,standard,2000
5,hospital_005,10000,tier_1,32,local,8,256,tier1_hospital,0.993,standard,10000
6,clinic_006,2000,tier_2,32,local,2,128,tier2_hospital,0.943,critical,10000
7,research_center_007,20000,tier_3,128,GDPR,16,256,research_center,0.998,critical,50000
8,mobile_unit_008,500,tier_1,16,GDPR,1,16,mobile_unit,0.806,high,1000
9,edge_device_009,100,tier_2,4,PIPEDA,0,16,edge_device,0.754,standard,1000
10,hospital_010,5000,tier_1,128,local,8,256,tier1_hospital,0.982,standard,20000
11,clinic_011,1000,tier_2,64,HIPAA,8,128,tier2_hospital,0.949,high,10000
12,research_center_012,10000,tier_3,256,GDPR,32,512,research_center,0.984,standard,100000
13,mobile_unit_013,1000,tier_1,16,GDPR,1,64,mobile_unit,0.882,high,2000
14,edge_device_014,100,tier_2,4,HIPAA,0,8,edge_device,0.844,standard,2000
