node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,128,GDPR,4,512,tier1_hospital,0.995,standard,10000
1,clinic_001,2000,tier_2,32,HIPAA,4,256,tier2_hospital,0.937,standard,20000
2,research_center_002,20000,tier_3,128,local,8,1024,research_center,0.99,critical,100000
3,mobile_unit_003,500,tier_1,4,local,1,32,mobile_unit,0.774,standard,2000
4,edge_device_004,500,tier_2,2,local,1,8,edge_device,0.885,high,500
5,hospital_005,2000,tier_1,128,HIPAA,16,512,tier1_hospital,0.965,high,10000
6,clinic_006,2000,tier_2,16,PIPEDA,2,64,tier2_hospital,0.931,high,5000
7,research_center_007,10000,tier_3,256,local,16,1024,research_center,0.983,standard,20000
8,mobile_unit_008,100,tier_1,8,local,1,32,mobile_unit,0.785,standard,1000
9,edge_device_009,100,tier_2,2,HIPAA,0,8,edge_device,0.777,critical,500
10,hospital_010,5000,tier_1,128,PIPEDA,4,256,tier1_hospital,0.998,high,50000
11,clinic_011,5000,tier_2,32,PIPEDA,2,64,tier2_hospital,0.902,critical,20000
12,research_center_012,5000,tier_3,256,local,32,256,research_center,0.994,high,50000
13,mobile_unit_013,100,tier_1,8,local,2,16,mobile_unit,0.834,critical,5000
14,edge_device_014,50,tier_2,8,local,1,16,edge_device,0.703,standard,500
